patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
7.02,Team Liquid,Natus Vincere,Fracture,11,13,Viper,Breach,Astra,Neon,Sova,Viper,Killjoy,Raze,Fade,Omen
7.02,Team Liquid,Natus Vincere,Bind,15,17,Viper,Raze,Chamber,Astra,Skye,Viper,Brimstone,Skye,Neon,Raze
7.02,DRX,LOUD,Lotus,13,15,Fade,Viper,Killjoy,Omen,Raze,Raze,Fade,Viper,Killjoy,Omen
7.02,DRX,LOUD,Split,13,6,Omen,Raze,Viper,Killjoy,Skye,Raze,Killjoy,Breach,Astra,Skye
7.02,DRX,LOUD,Ascent,13,8,Killjoy,Omen,Kayo,Sova,Jett,Fade,Jett,Omen,Viper,Breach
7.02,FUT Esports,T1,Pearl,13,4,Viper,Killjoy,Brimstone,Kayo,Jett,Jett,Killjoy,Viper,Harbor,Skye
7.02,FUT Esports,T1,Haven,13,7,Jett,Breach,Gekko,Omen,Killjoy,Breach,Sova,Omen,Jett,Killjoy
7.02,Evil Geniuses,FunPlus Phoenix,Ascent,13,8,Omen,Kayo,Jett,Sova,Killjoy,Skye,Killjoy,Jett,Astra,Omen
7.02,Evil Geniuses,FunPlus Phoenix,Pearl,13,8,Astra,Jett,Kayo,Sova,Killjoy,Astra,Skye,Killjoy,Jett,Omen
7.02,Natus Vincere,DRX,Bind,13,15,Skye,Sage,Raze,Viper,Brimstone,Skye,Viper,Brimstone,Yoru,Raze
7.02,Natus Vincere,DRX,Split,13,9,Jett,Cypher,Raze,Skye,Omen,Raze,Skye,Viper,Omen,Killjoy
7.02,Natus Vincere,DRX,Lotus,12,14,Killjoy,Sova,Brimstone,Breach,Raze,Killjoy,Raze,Omen,Fade,Viper
7.02,NRG Esports,Bilibili Gaming,Lotus,12,14,Raze,Omen,Killjoy,Skye,Viper,Fade,Raze,Killjoy,Viper,Omen
7.02,NRG Esports,Bilibili Gaming,Split,8,13,Skye,Astra,Jett,Raze,Viper,Raze,Viper,Skye,Cypher,Omen
7.02,FNATIC,ZETA DIVISION,Fracture,13,5,Killjoy,Raze,Sova,Breach,Brimstone,Raze,Brimstone,Chamber,Neon,Breach
7.02,FNATIC,ZETA DIVISION,Haven,13,6,Killjoy,Sova,Breach,Astra,Jett,Killjoy,Chamber,Astra,Raze,Skye
7.02,Evil Geniuses,FUT Esports,Pearl,15,13,Kayo,Killjoy,Sova,Astra,Jett,Kayo,Viper,Brimstone,Killjoy,Jett
7.02,Evil Geniuses,FUT Esports,Bind,13,9,Raze,Chamber,Viper,Brimstone,Skye,Raze,Viper,Kayo,Fade,Brimstone
7.02,Paper Rex,KRÜ Esports,Split,13,7,Astra,Jett,Raze,Skye,Viper,Raze,Chamber,Astra,Skye,Viper
7.02,Paper Rex,KRÜ Esports,Pearl,13,8,Astra,Skye,Jett,Phoenix,Killjoy,Jett,Viper,Killjoy,Skye,Harbor
7.02,EDward Gaming,Giants Gaming,Split,13,15,Skye,Raze,Astra,Viper,Jett,Raze,Breach,Cypher,Omen,Skye
7.02,EDward Gaming,Giants Gaming,Bind,13,11,Skye,Brimstone,Chamber,Viper,Raze,Skye,Raze,Cypher,Viper,Brimstone
7.02,EDward Gaming,Giants Gaming,Ascent,13,8,Sova,Killjoy,Jett,Omen,Kayo,Kayo,Sova,Jett,Killjoy,Omen
7.02,FNATIC,Bilibili Gaming,Haven,13,2,Astra,Breach,Jett,Killjoy,Sova,Killjoy,Jett,Sova,Breach,Omen
7.02,FNATIC,Bilibili Gaming,Lotus,13,8,Viper,Fade,Raze,Killjoy,Astra,Viper,Killjoy,Raze,Fade,Omen
7.02,Team Liquid,LOUD,Haven,2,13,Jett,Killjoy,Skye,Omen,Breach,Killjoy,Harbor,Skye,Jett,Viper
7.02,Team Liquid,LOUD,Split,8,13,Raze,Skye,Astra,Jett,Viper,Astra,Skye,Breach,Killjoy,Raze
7.02,FunPlus Phoenix,T1,Lotus,10,13,Raze,Gekko,Harbor,Killjoy,Viper,Viper,Raze,Killjoy,Omen,Fade
