patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
8.10,FUT Esports,KOI,Split,13,7,Breach,Gekko,Cypher,Raze,Omen,Raze,Omen,Viper,Fade,Yoru
8.10,FUT Esports,KOI,Lotus,7,13,Jett,Breach,Viper,Omen,Cypher,Cypher,Omen,Fade,Neon,Yoru
8.10,FUT Esports,KOI,Sunset,13,6,Gekko,Omen,Breach,Cypher,Raze,Omen,Kayo,Cypher,Neon,Gekko
8.10,BBL Esports,FNATIC,Ascent,9,13,Jett,Kayo,Sova,Omen,Cypher,Jett,Sova,Deadlock,Cypher,Omen
8.10,BBL Esports,FNATIC,Bind,13,11,Raze,Viper,Gekko,Brimstone,Fade,Raze,Skye,Gekko,Brimstone,Viper
8.10,BBL Esports,FNATIC,Lotus,11,13,Raze,Omen,Cypher,Fade,Breach,Viper,Raze,Fade,Killjoy,Omen
8.10,Team Heretics,Natus Vincere,Sunset,13,3,Kayo,Omen,Sova,Neon,Cypher,Cypher,Omen,Sova,Kayo,Jett
8.10,Team Heretics,Natus Vincere,Bind,13,5,Fade,Raze,Viper,Gekko,Brimstone,Gekko,Raze,Fade,Brimstone,Viper
8.10,GIANTX,Gentle Mates,Split,1,13,Jett,Breach,Killjoy,Raze,Omen,Cypher,Raze,Yoru,Breach,Omen
8.10,GIANTX,Gentle Mates,Sunset,13,11,Cypher,Raze,Gekko,Omen,Breach,Omen,Cypher,Sova,Kayo,Neon
8.10,GIANTX,Gentle Mates,Breeze,13,11,Yoru,Jett,Cypher,Viper,Sova,Kayo,Viper,Sova,Cypher,Yoru
8.10,Team Vitality,Team Liquid,Lotus,13,10,Neon,Fade,Cypher,Gekko,Omen,Cypher,Fade,Yoru,Omen,Raze
8.10,Team Vitality,Team Liquid,Icebox,17,15,Viper,Killjoy,Sova,Jett,Gekko,Sova,Viper,Jett,Killjoy,Sage
8.10,BBL Esports,Karmine Corp,Lotus,6,13,Fade,Cypher,Raze,Omen,Breach,Fade,Cypher,Sova,Yoru,Omen
8.10,BBL Esports,Karmine Corp,Sunset,5,13,Cypher,Breach,Gekko,Raze,Omen,Omen,Raze,Breach,Cypher,Jett
