patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
3.10,Vision Strikers,FULL SENSE,Haven,13,5,Breach,Astra,Skye,Jett,Killjoy,Breach,Jett,Cypher,Astra,Skye
3.10,Vision Strikers,FULL SENSE,Breeze,13,5,Jett,Sova,Cypher,Viper,Skye,Sova,Jett,Viper,Cypher,Skye
3.10,Team Vikings,Crazy Raccoon,Icebox,13,9,Sova,Jett,Sage,Viper,Reyna,Sova,Kayo,Sage,Viper,Jett
3.10,Team Vikings,Crazy Raccoon,Haven,13,8,Killjoy,Breach,Astra,Skye,Jett,Jett,Killjoy,Breach,Astra,Sova
3.10,FNATIC,Cloud9,Icebox,13,11,Jett,Sova,Viper,Killjoy,Sage,Jett,Sova,Raze,Viper,Sage
3.10,FNATIC,Cloud9,Split,11,13,Killjoy,Kayo,Raze,Viper,Astra,Killjoy,Breach,Astra,Skye,Raze
3.10,FNATIC,Cloud9,Fracture,14,12,Breach,Raze,Astra,Cypher,Viper,Raze,Breach,Astra,Killjoy,Skye
3.10,Gambit Esports,Team Secret,Icebox,6,13,Jett,Reyna,Viper,Sova,Sage,Sage,Jett,Reyna,Sova,Viper
3.10,Gambit Esports,Team Secret,Breeze,13,0,Viper,Killjoy,Skye,Sova,Jett,Sova,Skye,Viper,Cypher,Jett
3.10,Gambit Esports,Team Secret,Bind,13,6,Viper,Jett,Sova,Astra,Skye,Sova,Killjoy,Jett,Astra,Skye
3.10,Sentinels,FURIA,Ascent,13,9,Sova,Jett,Astra,Skye,Cypher,Sova,Killjoy,Astra,Jett,Sage
3.10,Sentinels,FURIA,Breeze,10,13,Jett,Viper,Skye,Sova,Cypher,Sova,Viper,Killjoy,Jett,Skye
3.10,Sentinels,FURIA,Haven,13,9,Jett,Astra,Sova,Cypher,Skye,Jett,Sova,Killjoy,Skye,Astra
3.10,KRÜ Esports,Team Liquid,Haven,5,13,Sova,Jett,Killjoy,Reyna,Astra,Sova,Kayo,Astra,Jett,Killjoy
3.10,KRÜ Esports,Team Liquid,Ascent,8,13,Sova,Jett,Astra,Reyna,Killjoy,Astra,Killjoy,Reyna,Sova,Jett
3.10,Vision Strikers,FNATIC,Icebox,10,13,Kayo,Viper,Sage,Sova,Jett,Jett,Sage,Sova,Killjoy,Viper
3.10,Vision Strikers,FNATIC,Haven,13,10,Jett,Breach,Skye,Astra,Killjoy,Killjoy,Sova,Skye,Raze,Astra
3.10,Vision Strikers,FNATIC,Fracture,6,13,Astra,Jett,Breach,Skye,Killjoy,Raze,Breach,Cypher,Viper,Astra
3.10,Envy,X10 Esports,Breeze,13,8,Jett,Sova,Viper,Kayo,Killjoy,Viper,Jett,Sova,Cypher,Kayo
3.10,Envy,X10 Esports,Ascent,13,7,Sova,Jett,Astra,Killjoy,Skye,Kayo,Jett,Astra,Sova,Cypher
3.10,Gambit Esports,Team Vikings,Split,13,6,Jett,Killjoy,Skye,Viper,Astra,Astra,Breach,Killjoy,Raze,Sage
