patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
9.02,Gen.G,Sentinels,Haven,13,8,Jett,Killjoy,Skye,Omen,Viper,Sova,Omen,Breach,Cypher,Jett
9.02,Gen.G,Sentinels,Ascent,13,7,Omen,Kayo,Killjoy,Jett,Sova,Sova,Deadlock,Cypher,Jett,Omen
9.02,FunPlus Phoenix,Team Heretics,Abyss,12,14,Fade,Viper,Omen,Cypher,Yoru,Sova,Gekko,Cypher,Astra,Jett
9.02,FunPlus Phoenix,Team Heretics,Bind,13,9,Chamber,Viper,Yoru,Fade,Omen,Viper,Gekko,Brimstone,Fade,Raze
9.02,FunPlus Phoenix,Team Heretics,Lotus,13,15,Viper,Astra,Gekko,Omen,Raze,Viper,Raze,Fade,Omen,Killjoy
9.02,DRX,KRÜ Esports,Haven,2,13,Omen,Cypher,Breach,Jett,Sova,Omen,Neon,Cypher,Breach,Sova
9.02,DRX,KRÜ Esports,Abyss,13,6,Cypher,Jett,Sova,Omen,Kayo,Kayo,Omen,Sova,Cypher,Harbor
9.02,DRX,KRÜ Esports,Bind,13,6,Raze,Gekko,Viper,Fade,Brimstone,Raze,Viper,Brimstone,Fade,Gekko
9.02,FNATIC,Bilibili Gaming,Bind,13,9,Viper,Raze,Astra,Gekko,Fade,Raze,Skye,Cypher,Brimstone,Viper
9.02,FNATIC,Bilibili Gaming,Lotus,13,4,Fade,Omen,Viper,Raze,Killjoy,Fade,Neon,Breach,Cypher,Omen
9.02,LEVIATÁN,Talon Esports,Bind,13,11,Brimstone,Raze,Viper,Skye,Gekko,Skye,Yoru,Neon,Viper,Omen
9.02,LEVIATÁN,Talon Esports,Ascent,13,8,Jett,Cypher,Omen,Sova,Deadlock,Sage,Phoenix,Clove,Sova,Kayo
9.02,Team Vitality,Trace Esports,Ascent,13,15,Sova,Killjoy,Omen,Jett,Kayo,Omen,Jett,Sova,Killjoy,Kayo
9.02,Team Vitality,Trace Esports,Sunset,13,7,Sova,Omen,Neon,Cypher,Kayo,Omen,Cypher,Raze,Sova,Breach
