patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
8.05,Global Esports,ZETA DIVISION,Sunset,1,13,Sova,Raze,Omen,Gekko,Viper,Chamber,Phoenix,Viper,Sova,Omen
8.05,Global Esports,ZETA DIVISION,Icebox,13,10,Sage,Gekko,Jett,Killjoy,Viper,Jett,Killjoy,Kayo,Gekko,Viper
8.05,Global Esports,ZETA DIVISION,Ascent,8,13,Kayo,Omen,Sova,Killjoy,Jett,Omen,Killjoy,Sova,Jett,Kayo
8.05,Team Secret,DRX,Sunset,8,13,Breach,Sova,Cypher,Raze,Omen,Omen,Viper,Cypher,Fade,Raze
8.05,Team Secret,DRX,Lotus,8,13,Viper,Omen,Raze,Skye,Killjoy,Viper,Raze,Killjoy,Omen,Fade
8.05,BLEED,Talon Esports,Lotus,13,9,Omen,Killjoy,Raze,Viper,Fade,Omen,Fade,Viper,Killjoy,Raze
8.05,BLEED,Talon Esports,Bind,7,13,Brimstone,Raze,Cypher,Breach,Gekko,Harbor,Viper,Raze,Gekko,Skye
8.05,BLEED,Talon Esports,Icebox,6,13,Jett,Kayo,Harbor,Gekko,Killjoy,Killjoy,Kayo,Jett,Gekko,Viper
8.05,T1,Paper Rex,Lotus,10,13,Chamber,Raze,Viper,Omen,Fade,Raze,Jett,Omen,Skye,Cypher
8.05,T1,Paper Rex,Bind,12,14,Gekko,Viper,Harbor,Raze,Skye,Skye,Raze,Reyna,Harbor,Brimstone
8.05,Team Secret,Rex Regum Qeon,Breeze,10,13,Viper,Cypher,Jett,Kayo,Sova,Yoru,Cypher,Sova,Viper,Jett
8.05,Team Secret,Rex Regum Qeon,Split,13,6,Raze,Omen,Fade,Cypher,Breach,Raze,Cypher,Skye,Viper,Omen
8.05,Team Secret,Rex Regum Qeon,Icebox,12,14,Jett,Kayo,Viper,Killjoy,Sova,Jett,Viper,Sova,Killjoy,Gekko
8.05,Global Esports,DRX,Ascent,8,13,Kayo,Jett,Omen,Killjoy,Sova,Omen,Killjoy,Jett,Sova,Kayo
8.05,Global Esports,DRX,Lotus,6,13,Fade,Killjoy,Viper,Omen,Raze,Fade,Killjoy,Omen,Raze,Viper
8.05,Gen.G,Talon Esports,Lotus,13,9,Raze,Viper,Omen,Fade,Killjoy,Fade,Viper,Raze,Omen,Killjoy
8.05,Gen.G,Talon Esports,Ascent,13,8,Jett,Sova,Omen,Kayo,Killjoy,Sova,Killjoy,Omen,Kayo,Jett
8.05,T1,DetonatioN FocusMe,Ascent,10,13,Jett,Sova,Kayo,Killjoy,Omen,Raze,Viper,Kayo,Cypher,Omen
8.05,T1,DetonatioN FocusMe,Lotus,13,5,Omen,Fade,Raze,Viper,Chamber,Raze,Omen,Viper,Killjoy,Fade
8.05,T1,DetonatioN FocusMe,Sunset,11,13,Kayo,Omen,Cypher,Sova,Neon,Cypher,Raze,Omen,Viper,Gekko
8.05,Gen.G,Paper Rex,Lotus,13,11,Killjoy,Raze,Fade,Viper,Omen,Omen,Jett,Cypher,Skye,Raze
8.05,Gen.G,Paper Rex,Icebox,11,13,Kayo,Viper,Gekko,Omen,Killjoy,Kayo,Jett,Sage,Killjoy,Viper
8.05,Gen.G,Paper Rex,Bind,6,13,Brimstone,Cypher,Viper,Raze,Skye,Gekko,Brimstone,Harbor,Raze,Skye
8.05,T1,DRX,Breeze,13,9,Yoru,Harbor,Jett,Viper,Sova,Viper,Yoru,Jett,Sova,Cypher
8.05,T1,DRX,Split,5,13,Skye,Jett,Viper,Omen,Raze,Viper,Raze,Skye,Cypher,Omen
8.05,T1,DRX,Bind,6,13,Viper,Harbor,Raze,Gekko,Skye,Raze,Kayo,Viper,Brimstone,Cypher
8.05,Team Secret,ZETA DIVISION,Icebox,13,8,Kayo,Viper,Killjoy,Jett,Sova,Kayo,Jett,Viper,Killjoy,Gekko
8.05,Team Secret,ZETA DIVISION,Lotus,6,13,Raze,Killjoy,Omen,Viper,Fade,Neon,Omen,Viper,Chamber,Gekko
8.05,Team Secret,ZETA DIVISION,Sunset,13,7,Omen,Sova,Breach,Raze,Cypher,Chamber,Phoenix,Sova,Viper,Omen
8.05,BLEED,Rex Regum Qeon,Lotus,2,13,Omen,Viper,Killjoy,Raze,Fade,Raze,Fade,Killjoy,Omen,Viper
8.05,BLEED,Rex Regum Qeon,Icebox,5,13,Viper,Kayo,Jett,Gekko,Killjoy,Sova,Killjoy,Jett,Viper,Gekko
8.05,Gen.G,DetonatioN FocusMe,Split,13,8,Raze,Viper,Omen,Jett,Skye,Viper,Skye,Raze,Cypher,Omen
8.05,Gen.G,DetonatioN FocusMe,Lotus,13,7,Viper,Fade,Omen,Raze,Killjoy,Raze,Viper,Fade,Killjoy,Omen
8.05,Global Esports,Talon Esports,Icebox,13,4,Sage,Gekko,Killjoy,Jett,Viper,Jett,Gekko,Viper,Kayo,Killjoy
8.05,Global Esports,Talon Esports,Breeze,12,14,Viper,Kayo,Cypher,Jett,Sova,Viper,Jett,Cypher,Sova,Yoru
8.05,Global Esports,Talon Esports,Lotus,6,13,Viper,Omen,Killjoy,Raze,Fade,Viper,Raze,Fade,Omen,Killjoy
8.05,T1,Rex Regum Qeon,Ascent,13,6,Kayo,Omen,Jett,Sova,Killjoy,Sova,Jett,Kayo,Killjoy,Omen
8.05,T1,Rex Regum Qeon,Lotus,13,8,Omen,Chamber,Raze,Fade,Viper,Fade,Raze,Omen,Killjoy,Viper
