patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
4.08,BBL Esports,Natus Vincere,Ascent,6,13,Kayo,Chamber,Astra,Sova,Sage,Sova,Killjoy,Kayo,Jett,Omen
4.08,BBL Esports,Natus Vincere,Icebox,18,16,Chamber,Viper,Sova,Kayo,Sage,Kayo,Chamber,Sova,Sage,Viper
4.08,BBL Esports,Natus Vincere,Fracture,13,6,Chamber,Neon,Brimstone,Sage,Breach,Brimstone,Neon,Raze,Chamber,Breach
4.08,OG LDN UTD,Acend,Icebox,7,13,Sova,Sage,Chamber,Fade,Viper,Kayo,Viper,Reyna,Sova,Chamber
4.08,OG LDN UTD,Acend,Split,12,14,Raze,Chamber,Omen,Breach,Sage,Omen,Raze,Sage,Cypher,Jett
4.08,FNATIC,FunPlus Phoenix,Fracture,13,3,Raze,Chamber,Viper,Astra,Breach,Astra,Cypher,Yoru,Breach,Raze
4.08,FNATIC,FunPlus Phoenix,Ascent,5,13,Fade,Raze,Omen,Kayo,Chamber,Fade,Kayo,Sage,Chamber,Omen
4.08,FNATIC,FunPlus Phoenix,Icebox,13,10,Sage,Killjoy,Sova,Chamber,Viper,Viper,Sage,Kayo,Chamber,Fade
4.08,Team Liquid,BIG,Icebox,13,5,Viper,Sage,Omen,Fade,Raze,Jett,Viper,Chamber,Sova,Omen
4.08,Team Liquid,BIG,Split,13,7,Astra,Omen,Cypher,Raze,Breach,Breach,Raze,Omen,Fade,Chamber
4.08,Guild Esports,M3 Champions,Ascent,13,9,Jett,Killjoy,Sova,Kayo,Omen,Sova,Astra,Chamber,Jett,Kayo
4.08,Guild Esports,M3 Champions,Haven,13,6,Sova,Jett,Breach,Omen,Killjoy,Chamber,Omen,Jett,Sova,Kayo
4.08,G2 Esports,FOKUS,Fracture,14,12,Kayo,Neon,Chamber,Breach,Brimstone,Brimstone,Breach,Neon,Cypher,Raze
4.08,G2 Esports,FOKUS,Icebox,13,11,Sova,Sage,Chamber,Viper,Killjoy,Chamber,Viper,Sova,Kayo,Jett
4.09,BBL Esports,Team Liquid,Fracture,14,16,Sage,Neon,Chamber,Brimstone,Breach,Astra,Raze,Breach,Skye,Cypher
