year,team1_Name,team2_Name,winningTeam,mapName,team1Score,team2Score,team1Agents,team2Agents,agentsPicked
2021,Envy,Gen.G,Envy,Haven,13,6,"Cypher, Omen, Phoenix, Raze, Sova","Cypher, Jett, Omen, Phoenix, Sova","Phoenix, Sova, Raze, Cypher, Omen, Omen, Sova, Jett, Phoenix, Cypher"
2021,Envy,Gen.G,Gen.G,Icebox,5,13,"Killjoy, Omen, Phoenix, Raze, Sova","Jett, Killjoy, Omen, Sage, Sova","Sova, Killjoy, Phoenix, Raze, Omen, Jett, Killjoy, Omen, Sage, Sova"
2021,Envy,Gen.G,Envy,Bind,13,10,"Cypher, Omen, Phoenix, Raze, Sova","Cypher, Omen, Raze, Sage, Sova","Phoenix, Omen, Sova, Raze, Cypher, Omen, Cypher, Sova, Raze, Sage"
2021,XSET,FaZe Clan,FaZe Clan,Haven,6,13,"Cypher, Jett, Omen, Raze, Sova","Breach, Jett, Omen, Raze, Sova","Sova, Jett, Raze, Omen, Cypher, Jett, Sova, Raze, Omen, Breach"
2021,XSET,FaZe Clan,FaZe Clan,Bind,3,13,"Cypher, Jett, Omen, Raze, Sova","Breach, Jett, Omen, Raze, Sova","Sova, Raze, Jett, Omen, Cypher, Raze, Sova, Breach, Jett, Omen"
2021,Sentinels,Luminosity,Sentinels,Ascent,13,8,"Cypher, Jett, Omen, Phoenix, Sova","Cypher, Omen, Raze, Reyna, Sova","Phoenix, Jett, Omen, Cypher, Sova, Raze, Sova, Reyna, Omen, Cypher"
2021,Sentinels,Luminosity,Luminosity,Split,12,14,"Cypher, Jett, Omen, Raze, Sage","Cypher, Omen, Raze, Reyna, Sage","Raze, Jett, Cypher, Sage, Omen, Omen, Reyna, Cypher, Sage, Raze"
2021,Sentinels,Luminosity,Sentinels,Icebox,13,6,"Jett, Omen, Reyna, Sage, Sova","Omen, Raze, Reyna, Sage, Sova","Reyna, Sova, Sage, Omen, Jett, Raze, Sage, Sova, Reyna, Omen"
2021,Immortals,100 Thieves,Immortals,Ascent,13,15,"Killjoy, Omen, Raze, Reyna, Sova","Killjoy, Omen, Raze, Sage, Sova","Raze, Omen, Killjoy, Sova, Reyna, Sage, Killjoy, Omen, Raze, Sova"
2021,Immortals,100 Thieves,100 Thieves,Haven,8,13,"Breach, Killjoy, Omen, Raze, Sova","Breach, Cypher, Omen, Raze, Sova","Breach, Sova, Omen, Killjoy, Raze, Omen, Raze, Breach, Sova, Cypher"
2021,Gen.G,XSET,Gen.G,Ascent,13,8,"Jett, Killjoy, Omen, Reyna, Sova","Cypher, Jett, Omen, Raze, Sova","Reyna, Jett, Sova, Killjoy, Omen, Raze, Jett, Omen, Cypher, Sova"
2021,Gen.G,XSET,Gen.G,Haven,13,11,"Cypher, Jett, Omen, Phoenix, Sova","Cypher, Jett, Omen, Raze, Sova","Cypher, Jett, Phoenix, Sova, Omen, Sova, Raze, Jett, Cypher, Omen"
2021,Luminosity,Immortals,Immortals,Split,11,13,"Cypher, Omen, Raze, Reyna, Sage","Killjoy, Omen, Raze, Reyna, Sage","Omen, Raze, Sage, Reyna, Cypher, Reyna, Raze, Omen, Killjoy, Sage"
2021,Luminosity,Immortals,Luminosity,Haven,13,9,"Cypher, Jett, Omen, Reyna, Sova","Breach, Killjoy, Omen, Raze, Sova","Jett, Reyna, Sova, Cypher, Omen, Raze, Omen, Breach, Sova, Killjoy"
2021,Luminosity,Immortals,Luminosity,Bind,13,10,"Cypher, Omen, Phoenix, Raze, Sova","Cypher, Omen, Raze, Reyna, Sova","Omen, Cypher, Raze, Phoenix, Sova, Omen, Reyna, Sova, Cypher, Raze"
2021,Envy,FaZe Clan,FaZe Clan,Icebox,6,13,"Killjoy, Omen, Phoenix, Raze, Sova","Jett, Omen, Raze, Sage, Sova","Raze, Omen, Sova, Killjoy, Phoenix, Raze, Jett, Sage, Omen, Sova"
2021,Envy,FaZe Clan,FaZe Clan,Bind,8,13,"Cypher, Omen, Phoenix, Raze, Sova","Breach, Jett, Omen, Raze, Sova","Sova, Raze, Phoenix, Omen, Cypher, Jett, Raze, Omen, Sova, Breach"
2021,Sentinels,100 Thieves,Sentinels,Ascent,13,2,"Cypher, Jett, Omen, Phoenix, Sova","Killjoy, Omen, Raze, Sage, Sova","Phoenix, Jett, Sova, Cypher, Omen, Raze, Omen, Killjoy, Sova, Sage"
2021,Sentinels,100 Thieves,100 Thieves,Haven,16,14,"Cypher, Jett, Omen, Phoenix, Sova","Breach, Cypher, Omen, Raze, Sova","Jett, Phoenix, Sova, Cypher, Omen, Omen, Breach, Raze, Cypher, Sova"
2021,100 Thieves,Gen.G,Gen.G,Ascent,6,13,"Killjoy, Omen, Raze, Sage, Sova","Jett, Killjoy, Omen, Reyna, Sova","Raze, Sova, Omen, Killjoy, Sage, Omen, Sova, Killjoy, Reyna, Jett"
2021,100 Thieves,Gen.G,Gen.G,Icebox,11,13,"Killjoy, Omen, Raze, Sage, Sova","Jett, Killjoy, Omen, Sage, Sova","Raze, Sage, Omen, Killjoy, Sova, Jett, Killjoy, Sage, Omen, Sova"
2021,Envy,Luminosity,Envy,Haven,13,8,"Cypher, Omen, Phoenix, Raze, Sova","Cypher, Jett, Omen, Reyna, Sova","Raze, Phoenix, Sova, Omen, Cypher, Cypher, Jett, Sova, Reyna, Omen"
2021,Envy,Luminosity,Envy,Ascent,13,10,"Killjoy, Omen, Phoenix, Raze, Sova","Cypher, Jett, Omen, Raze, Sova","Phoenix, Sova, Killjoy, Raze, Omen, Raze, Jett, Omen, Sova, Cypher"
2021,FaZe Clan,Sentinels,Sentinels,Icebox,5,13,"Jett, Omen, Raze, Sage, Sova","Jett, Omen, Reyna, Sage, Sova","Raze, Jett, Sova, Sage, Omen, Reyna, Omen, Jett, Sova, Sage"
2021,FaZe Clan,Sentinels,Sentinels,Haven,8,13,"Breach, Jett, Omen, Raze, Sova","Cypher, Jett, Omen, Phoenix, Sova","Jett, Sova, Raze, Breach, Omen, Phoenix, Jett, Cypher, Sova, Omen"
2021,Gen.G,Envy,Envy,Ascent,4,13,"Jett, Killjoy, Omen, Reyna, Sova","Killjoy, Omen, Phoenix, Raze, Sova","Killjoy, Reyna, Jett, Sova, Omen, Phoenix, Omen, Raze, Sova, Killjoy"
2021,Gen.G,Envy,Gen.G,Haven,13,10,"Cypher, Jett, Omen, Phoenix, Sova","Cypher, Omen, Phoenix, Raze, Sova","Sova, Phoenix, Jett, Omen, Cypher, Phoenix, Raze, Omen, Cypher, Sova"
2021,Gen.G,Envy,Gen.G,Bind,13,8,"Cypher, Jett, Omen, Raze, Sova","Cypher, Omen, Phoenix, Raze, Sova","Omen, Raze, Cypher, Sova, Jett, Raze, Sova, Phoenix, Cypher, Omen"
2021,FaZe Clan,Gen.G,FaZe Clan,Ascent,13,8,"Jett, Killjoy, Omen, Raze, Sova","Jett, Killjoy, Omen, Reyna, Sova","Jett, Raze, Omen, Sova, Killjoy, Reyna, Killjoy, Jett, Sova, Omen"
2021,FaZe Clan,Gen.G,FaZe Clan,Bind,13,9,"Breach, Jett, Omen, Raze, Sova","Cypher, Omen, Raze, Sage, Sova","Jett, Omen, Sova, Raze, Breach, Raze, Cypher, Omen, Sova, Sage"
2021,Sentinels,FaZe Clan,Sentinels,Ascent,13,11,"Cypher, Jett, Omen, Phoenix, Sova","Jett, Killjoy, Omen, Raze, Sova","Jett, Omen, Cypher, Phoenix, Sova, Jett, Killjoy, Raze, Omen, Sova"
2021,Sentinels,FaZe Clan,Sentinels,Bind,13,7,"Cypher, Omen, Raze, Reyna, Sova","Breach, Jett, Omen, Raze, Sova","Cypher, Reyna, Raze, Sova, Omen, Raze, Jett, Breach, Omen, Sova"
2021,Sentinels,FaZe Clan,Sentinels,Haven,13,4,"Cypher, Jett, Omen, Phoenix, Sova","Breach, Jett, Omen, Phoenix, Sova","Cypher, Phoenix, Jett, Omen, Sova, Jett, Phoenix, Omen, Sova, Breach"
2021,FNATIC,KRÜ Esports,FNATIC,Haven,13,5,"Astra, Jett, Killjoy, Sage, Skye","Astra, Killjoy, Sage, Skye, Viper","Sage, Jett, Killjoy, Skye, Astra, Viper, Sage, Killjoy, Skye, Astra"
2021,FNATIC,KRÜ Esports,FNATIC,Icebox,13,4,"Jett, Killjoy, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Jett, Killjoy, Viper, Sova, Sage, Killjoy, Viper, Sova, Sage, Jett"
2021,Version1,Crazy Raccoon,Version1,Ascent,13,11,"Astra, Jett, Killjoy, Phoenix, Sova","Astra, Jett, Killjoy, Raze, Sova","Phoenix, Killjoy, Jett, Sova, Astra, Raze, Astra, Sova, Jett, Killjoy"
2021,Version1,Crazy Raccoon,Version1,Icebox,13,10,"Jett, Omen, Phoenix, Sova, Viper","Jett, Killjoy, Omen, Raze, Sova","Jett, Phoenix, Sova, Omen, Viper, Killjoy, Raze, Sova, Jett, Omen"
2021,Sharks Esports,NUTURN,Sharks Esports,Haven,13,5,"Killjoy, Omen, Raze, Sage, Sova","Astra, Breach, Jett, Raze, Sova","Sage, Sova, Raze, Killjoy, Omen, Sova, Jett, Astra, Raze, Breach"
2021,Sharks Esports,NUTURN,NUTURN,Bind,5,13,"Brimstone, Raze, Skye, Sova, Viper","Breach, Jett, Omen, Raze, Sova","Skye, Viper, Brimstone, Raze, Sova, Omen, Sova, Raze, Jett, Breach"
2021,Sharks Esports,NUTURN,NUTURN,Ascent,5,13,"Killjoy, Omen, Phoenix, Raze, Sova","Astra, Jett, Killjoy, Skye, Sova","Raze, Omen, Sova, Phoenix, Killjoy, Sova, Killjoy, Skye, Astra, Jett"
2021,Team Vikings,X10 Esports,Team Vikings,Icebox,13,11,"Jett, Killjoy, Omen, Raze, Sova","Cypher, Jett, Skye, Sova, Viper","Jett, Sova, Killjoy, Raze, Omen, Jett, Cypher, Skye, Viper, Sova"
2021,Team Vikings,X10 Esports,X10 Esports,Ascent,14,12,"Killjoy, Omen, Phoenix, Raze, Sova","Astra, Killjoy, Sage, Skye, Sova","Sova, Killjoy, Omen, Raze, Phoenix, Sage, Sova, Killjoy, Astra, Skye"
2021,Team Liquid,Version1,Version1,Split,16,14,"Brimstone, Jett, Sage, Skye, Viper","Astra, Jett, Killjoy, Sage, Viper","Viper, Sage, Skye, Brimstone, Jett, Jett, Sage, Astra, Viper, Killjoy"
2021,Team Liquid,Version1,Version1,Ascent,11,13,"Jett, Killjoy, Omen, Phoenix, Sova","Astra, Jett, Killjoy, Sova, Viper","Jett, Phoenix, Killjoy, Sova, Omen, Jett, Killjoy, Sova, Astra, Viper"
2021,Team Liquid,Version1,Version1,Haven,4,13,"Brimstone, Killjoy, Sage, Skye, Viper","Astra, Jett, Killjoy, Sova, Viper","Sage, Brimstone, Viper, Skye, Killjoy, Killjoy, Sova, Jett, Viper, Astra"
2021,Sentinels,FNATIC,Sentinels,Icebox,13,11,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Jett, Reyna, Viper, Sage, Sova, Viper, Killjoy, Sova, Sage, Jett"
2021,Sentinels,FNATIC,Sentinels,Haven,13,10,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Jett, Killjoy, Sage, Skye","Jett, Cypher, Astra, Sova, Phoenix, Jett, Astra, Sage, Skye, Killjoy"
2021,X10 Esports,Crazy Raccoon,X10 Esports,Haven,13,9,"Astra, Jett, Killjoy, Skye, Viper","Astra, Jett, Killjoy, Phoenix, Sova","Viper, Astra, Jett, Skye, Killjoy, Phoenix, Killjoy, Jett, Sova, Astra"
2021,X10 Esports,Crazy Raccoon,X10 Esports,Icebox,13,5,"Breach, Cypher, Jett, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Cypher, Breach, Viper, Jett, Sova, Killjoy, Jett, Sova, Viper, Sage"
2021,Sharks Esports,KRÜ Esports,KRÜ Esports,Icebox,5,13,"Jett, Omen, Raze, Sage, Sova","Jett, Killjoy, Sage, Sova, Viper","Raze, Sova, Omen, Sage, Jett, Sova, Jett, Sage, Killjoy, Viper"
2021,Sharks Esports,KRÜ Esports,KRÜ Esports,Bind,6,13,"Brimstone, Raze, Skye, Sova, Viper","Brimstone, Raze, Sage, Skye, Viper","Raze, Brimstone, Viper, Sova, Skye, Brimstone, Viper, Skye, Sage, Raze"
2021,Sentinels,Team Vikings,Sentinels,Icebox,13,7,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Omen, Raze, Sova","Reyna, Jett, Sova, Sage, Viper, Sova, Raze, Killjoy, Omen, Jett"
2021,Sentinels,Team Vikings,Sentinels,Haven,13,6,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Cypher, Phoenix, Raze, Sova","Jett, Phoenix, Sova, Cypher, Astra, Sova, Astra, Phoenix, Raze, Cypher"
2021,Version1,NUTURN,Version1,Haven,13,3,"Astra, Jett, Killjoy, Sova, Viper","Astra, Breach, Jett, Raze, Sova","Killjoy, Jett, Viper, Sova, Astra, Raze, Jett, Sova, Astra, Breach"
2021,Version1,NUTURN,Version1,Ascent,13,15,"Astra, Jett, Killjoy, Sova, Viper","Astra, Jett, Killjoy, Skye, Sova","Sova, Astra, Viper, Killjoy, Jett, Astra, Sova, Killjoy, Jett, Skye"
2021,Version1,NUTURN,NUTURN,Split,12,14,"Astra, Jett, Killjoy, Sage, Viper","Breach, Jett, Killjoy, Omen, Raze","Killjoy, Astra, Viper, Jett, Sage, Raze, Omen, Breach, Jett, Killjoy"
2021,FNATIC,X10 Esports,FNATIC,Icebox,13,4,"Jett, Killjoy, Sage, Sova, Viper","Breach, Jett, Killjoy, Sova, Viper","Viper, Sage, Killjoy, Sova, Jett, Sova, Breach, Jett, Killjoy, Viper"
2021,FNATIC,X10 Esports,FNATIC,Haven,13,9,"Astra, Jett, Killjoy, Sage, Skye","Astra, Jett, Killjoy, Skye, Viper","Sage, Skye, Jett, Astra, Killjoy, Astra, Viper, Skye, Jett, Killjoy"
2021,Team Liquid,KRÜ Esports,Team Liquid,Split,13,2,"Brimstone, Jett, Sage, Skye, Viper","Jett, Killjoy, Omen, Raze, Sage","Sage, Skye, Jett, Brimstone, Viper, Killjoy, Sage, Omen, Raze, Jett"
2021,Team Liquid,KRÜ Esports,Team Liquid,Ascent,13,9,"Jett, Killjoy, Omen, Phoenix, Sova","Jett, Killjoy, Omen, Sage, Sova","Omen, Phoenix, Sova, Jett, Killjoy, Killjoy, Sage, Sova, Omen, Jett"
2021,Version1,FNATIC,FNATIC,Icebox,12,14,"Jett, Killjoy, Omen, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Sova, Jett, Omen, Killjoy, Viper, Jett, Killjoy, Sova, Sage, Viper"
2021,Version1,FNATIC,FNATIC,Ascent,6,13,"Astra, Jett, Killjoy, Phoenix, Sova","Cypher, Jett, Omen, Skye, Viper","Astra, Sova, Phoenix, Killjoy, Jett, Omen, Jett, Viper, Skye, Cypher"
2021,Team Vikings,Team Liquid,Team Liquid,Ascent,8,13,"Astra, Jett, Killjoy, Sova, Yoru","Jett, Killjoy, Omen, Sage, Sova","Killjoy, Astra, Sova, Yoru, Jett, Jett, Omen, Sage, Killjoy, Sova"
2021,Team Vikings,Team Liquid,Team Liquid,Haven,5,13,"Astra, Cypher, Jett, Sova, Yoru","Brimstone, Killjoy, Sage, Skye, Viper","Sova, Yoru, Jett, Cypher, Astra, Killjoy, Sage, Brimstone, Skye, Viper"
2021,Sentinels,NUTURN,Sentinels,Bind,13,5,"Astra, Raze, Reyna, Sova, Viper","Breach, Jett, Omen, Raze, Sova","Raze, Reyna, Viper, Sova, Astra, Sova, Raze, Breach, Jett, Omen"
2021,Sentinels,NUTURN,Sentinels,Haven,13,4,"Astra, Cypher, Jett, Phoenix, Sova","Breach, Jett, Omen, Raze, Sova","Phoenix, Jett, Sova, Cypher, Astra, Breach, Omen, Jett, Sova, Raze"
2021,FNATIC,Team Liquid,FNATIC,Bind,13,10,"Brimstone, Raze, Skye, Sova, Viper","Brimstone, Jett, Sage, Skye, Viper","Viper, Raze, Brimstone, Skye, Sova, Viper, Brimstone, Jett, Skye, Sage"
2021,FNATIC,Team Liquid,FNATIC,Ascent,13,10,"Cypher, Jett, Omen, Skye, Viper","Jett, Killjoy, Omen, Sage, Sova","Cypher, Viper, Skye, Jett, Omen, Sage, Omen, Sova, Jett, Killjoy"
2021,NUTURN,FNATIC,FNATIC,Bind,8,13,"Breach, Jett, Omen, Raze, Sova","Brimstone, Raze, Skye, Sova, Viper","Sova, Omen, Raze, Jett, Breach, Raze, Sova, Skye, Viper, Brimstone"
2021,NUTURN,FNATIC,NUTURN,Ascent,13,8,"Astra, Jett, Killjoy, Skye, Sova","Cypher, Jett, Omen, Skye, Viper","Jett, Astra, Sova, Killjoy, Skye, Jett, Cypher, Viper, Omen, Skye"
2021,NUTURN,FNATIC,FNATIC,Haven,8,13,"Cypher, Jett, Omen, Phoenix, Sova","Astra, Jett, Killjoy, Sage, Skye","Sova, Jett, Omen, Cypher, Phoenix, Skye, Astra, Killjoy, Jett, Sage"
2021,Sentinels,FNATIC,FNATIC,Split,14,12,"Astra, Cypher, Jett, Raze, Sage","Astra, Cypher, Jett, Skye, Viper","Sage, Astra, Raze, Jett, Cypher, Cypher, Skye, Viper, Astra, Jett"
2021,Sentinels,FNATIC,FNATIC,Bind,16,14,"Astra, Raze, Reyna, Sova, Viper","Brimstone, Raze, Skye, Sova, Viper","Reyna, Sova, Astra, Viper, Raze, Viper, Brimstone, Sova, Raze, Skye"
2021,Sentinels,FNATIC,Sentinels,Haven,13,11,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Jett, Killjoy, Sage, Skye","Sova, Jett, Cypher, Phoenix, Astra, Killjoy, Skye, Sage, Jett, Astra"
2021,Natus Vincere,Team Liquid,Natus Vincere,Icebox,13,10,"Jett, Killjoy, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Sova, Killjoy, Sage, Jett, Viper, Viper, Sova, Reyna, Jett, Sage"
2021,Natus Vincere,Team Liquid,Team Liquid,Bind,7,13,"Astra, Raze, Reyna, Sova, Viper","Brimstone, Cypher, Jett, Raze, Sage","Reyna, Raze, Sova, Viper, Astra, Sage, Raze, Brimstone, Jett, Cypher"
2021,Natus Vincere,Team Liquid,Natus Vincere,Split,13,11,"Astra, Killjoy, Raze, Reyna, Sage","Breach, Cypher, Omen, Raze, Sage","Reyna, Killjoy, Raze, Astra, Sage, Breach, Sage, Raze, Cypher, Omen"
2021,Guild Esports,forZe,Guild Esports,Icebox,13,4,"Breach, Jett, Killjoy, Sova, Viper","Breach, Jett, Killjoy, Sova, Viper","Sova, Breach, Killjoy, Viper, Jett, Jett, Killjoy, Viper, Sova, Breach"
2021,Guild Esports,forZe,forZe,Haven,14,12,"Astra, Breach, Cypher, Raze, Sova","Astra, Killjoy, Sage, Skye, Viper","Breach, Sova, Cypher, Raze, Astra, Killjoy, Sage, Astra, Skye, Viper"
2021,Oxygen Esports,Giants Gaming,Oxygen Esports,Ascent,13,11,"Astra, Killjoy, Sage, Skye, Viper","Cypher, Jett, Omen, Sage, Sova","Killjoy, Viper, Astra, Skye, Sage, Sage, Jett, Sova, Cypher, Omen"
2021,Oxygen Esports,Giants Gaming,Giants Gaming,Split,2,13,"Breach, Cypher, Omen, Raze, Sage","Cypher, Jett, Omen, Raze, Sage","Omen, Sage, Raze, Cypher, Breach, Cypher, Raze, Sage, Omen, Jett"
2021,Oxygen Esports,Giants Gaming,Oxygen Esports,Breeze,13,9,"Astra, Jett, Killjoy, Skye, Viper","Cypher, Jett, Skye, Sova, Viper","Killjoy, Jett, Astra, Viper, Skye, Cypher, Jett, Skye, Viper, Sova"
2021,FunPlus Phoenix,Fire Flux Esports,Fire Flux Esports,Ascent,15,13,"Breach, Omen, Phoenix, Sage, Sova","Killjoy, Omen, Raze, Sage, Sova","Sova, Breach, Sage, Omen, Phoenix, Raze, Sova, Omen, Killjoy, Sage"
2021,FunPlus Phoenix,Fire Flux Esports,FunPlus Phoenix,Bind,13,7,"Kayo, Omen, Raze, Sage, Skye","Breach, Cypher, Omen, Raze, Sova","Omen, Sage, Kayo, Skye, Raze, Sova, Raze, Omen, Breach, Cypher"
2021,Acend,Natus Vincere,Acend,Breeze,13,7,"Cypher, Jett, Skye, Sova, Viper","Cypher, Reyna, Skye, Sova, Viper","Jett, Sova, Viper, Cypher, Skye, Skye, Reyna, Sova, Cypher, Viper"
2021,Acend,Natus Vincere,Natus Vincere,Icebox,17,15,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Sage, Jett, Viper, Reyna, Sova, Sova, Jett, Sage, Viper, Killjoy"
2021,Gambit Esports,Guild Esports,Gambit Esports,Ascent,13,8,"Cypher, Jett, Omen, Sage, Sova","Astra, Breach, Jett, Killjoy, Sova","Omen, Sage, Cypher, Sova, Jett, Astra, Jett, Breach, Sova, Killjoy"
2021,Gambit Esports,Guild Esports,Guild Esports,Icebox,19,17,"Jett, Reyna, Sage, Sova, Viper","Breach, Jett, Killjoy, Sova, Viper","Jett, Viper, Sova, Sage, Reyna, Viper, Sova, Killjoy, Breach, Jett"
2021,G2 Esports,Oxygen Esports,G2 Esports,Icebox,13,2,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Reyna, Sova, Jett, Viper, Sage, Sage, Viper, Sova, Jett, Killjoy"
2021,Papara SuperMassive,FunPlus Phoenix,Papara SuperMassive,Ascent,13,6,"Jett, Killjoy, Omen, Sage, Sova","Breach, Omen, Phoenix, Sage, Sova","Jett, Killjoy, Omen, Sova, Sage, Breach, Omen, Sage, Phoenix, Sova"
2021,Oxygen Esports,Team Liquid,Team Liquid,Haven,1,13,"Astra, Jett, Killjoy, Skye, Viper","Breach, Cypher, Jett, Omen, Skye","Viper, Killjoy, Jett, Astra, Skye, Omen, Cypher, Jett, Skye, Breach"
2021,Oxygen Esports,Team Liquid,Team Liquid,Breeze,3,13,"Astra, Jett, Killjoy, Skye, Viper","Cypher, Jett, Reyna, Skye, Viper","Jett, Astra, Killjoy, Viper, Skye, Jett, Reyna, Skye, Viper, Cypher"
2021,FunPlus Phoenix,forZe,FunPlus Phoenix,Icebox,13,4,"Cypher, Jett, Sage, Skye, Viper","Jett, Killjoy, Sage, Skye, Viper","Skye, Cypher, Viper, Sage, Jett, Viper, Sage, Killjoy, Skye, Jett"
2021,FunPlus Phoenix,forZe,forZe,Bind,22,24,"Kayo, Omen, Raze, Sage, Skye","Astra, Skye, Sova, Viper, Yoru","Omen, Sage, Raze, Kayo, Skye, Viper, Sova, Astra, Skye, Yoru"
2021,FunPlus Phoenix,forZe,forZe,Split,8,13,"Breach, Cypher, Omen, Sage, Viper","Astra, Breach, Cypher, Raze, Sage","Viper, Sage, Breach, Cypher, Omen, Sage, Raze, Astra, Cypher, Breach"
2021,Guild Esports,Fire Flux Esports,Guild Esports,Split,13,6,"Astra, Breach, Cypher, Raze, Sage","Astra, Breach, Killjoy, Raze, Sage","Astra, Cypher, Raze, Sage, Breach, Sage, Raze, Breach, Astra, Killjoy"
2021,Guild Esports,Fire Flux Esports,Guild Esports,Ascent,13,0,"Astra, Breach, Jett, Killjoy, Sova","Jett, Killjoy, Omen, Sage, Sova","Astra, Breach, Jett, Killjoy, Sova, Sova, Killjoy, Omen, Sage, Jett"
2021,Natus Vincere,Giants Gaming,Giants Gaming,Ascent,12,14,"Astra, Killjoy, Reyna, Sage, Sova","Cypher, Jett, Omen, Sage, Sova","Sova, Reyna, Killjoy, Astra, Sage, Cypher, Sage, Omen, Jett, Sova"
2021,Natus Vincere,Giants Gaming,Natus Vincere,Breeze,13,7,"Cypher, Reyna, Skye, Sova, Viper","Jett, Killjoy, Skye, Sova, Viper","Skye, Reyna, Sova, Cypher, Viper, Skye, Killjoy, Viper, Sova, Jett"
2021,Natus Vincere,Giants Gaming,Giants Gaming,Split,8,13,"Astra, Killjoy, Raze, Reyna, Sage","Cypher, Jett, Omen, Raze, Sage","Raze, Killjoy, Reyna, Astra, Sage, Jett, Cypher, Omen, Raze, Sage"
2021,Acend,Gambit Esports,Acend,Bind,13,7,"Brimstone, Raze, Sage, Skye, Viper","Omen, Raze, Skye, Sova, Viper","Brimstone, Skye, Sage, Viper, Raze, Viper, Raze, Sova, Omen, Skye"
2021,Acend,Gambit Esports,Gambit Esports,Ascent,10,13,"Jett, Omen, Reyna, Sage, Sova","Cypher, Jett, Omen, Sage, Sova","Jett, Sova, Sage, Reyna, Omen, Jett, Omen, Sage, Cypher, Sova"
2021,Acend,Gambit Esports,Acend,Icebox,13,5,"Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Viper, Sage, Sova, Jett, Sage, Viper, Sova, Reyna"
2021,Papara SuperMassive,G2 Esports,Papara SuperMassive,Bind,13,4,"Astra, Killjoy, Raze, Sage, Skye","Astra, Jett, Raze, Skye, Viper","Raze, Sage, Astra, Killjoy, Skye, Raze, Jett, Viper, Skye, Astra"
2021,Papara SuperMassive,G2 Esports,Papara SuperMassive,Ascent,13,5,"Jett, Killjoy, Omen, Sage, Sova","Jett, Killjoy, Omen, Sage, Sova","Sage, Sova, Killjoy, Jett, Omen, Jett, Killjoy, Sage, Sova, Omen"
2021,Team Liquid,forZe,Team Liquid,Bind,13,7,"Brimstone, Cypher, Jett, Raze, Sage","Astra, Skye, Sova, Viper, Yoru","Sage, Cypher, Brimstone, Raze, Jett, Astra, Viper, Sova, Skye, Yoru"
2021,Team Liquid,forZe,Team Liquid,Breeze,13,10,"Cypher, Jett, Reyna, Skye, Viper","Cypher, Jett, Skye, Sova, Viper","Reyna, Skye, Viper, Cypher, Jett, Skye, Sova, Jett, Cypher, Viper"
2021,Guild Esports,Giants Gaming,Giants Gaming,Split,10,13,"Astra, Breach, Cypher, Raze, Sage","Cypher, Jett, Omen, Raze, Sage","Cypher, Raze, Astra, Sage, Breach, Raze, Sage, Jett, Cypher, Omen"
2021,Guild Esports,Giants Gaming,Giants Gaming,Bind,17,15,"Astra, Raze, Skye, Sova, Viper","Brimstone, Killjoy, Raze, Skye, Sova","Raze, Skye, Sova, Astra, Viper, Raze, Killjoy, Skye, Brimstone, Sova"
2021,Guild Esports,Giants Gaming,Guild Esports,Ascent,13,15,"Astra, Breach, Jett, Killjoy, Sova","Cypher, Jett, Omen, Sage, Sova","Astra, Sova, Jett, Breach, Killjoy, Omen, Cypher, Jett, Sova, Sage"
2021,Gambit Esports,Team Liquid,Team Liquid,Split,11,13,"Astra, Cypher, Jett, Skye, Viper","Cypher, Jett, Omen, Raze, Sage","Cypher, Skye, Astra, Viper, Jett, Jett, Omen, Raze, Cypher, Sage"
2021,Gambit Esports,Team Liquid,Gambit Esports,Bind,13,3,"Astra, Jett, Skye, Sova, Viper","Brimstone, Cypher, Jett, Raze, Sage","Viper, Sova, Skye, Astra, Jett, Raze, Sage, Brimstone, Cypher, Jett"
2021,Gambit Esports,Team Liquid,Team Liquid,Icebox,16,14,"Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Viper, Jett, Reyna, Sova, Sage, Reyna, Viper, Sova, Sage, Jett"
2021,G2 Esports,Giants Gaming,Giants Gaming,Icebox,8,13,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Sage, Reyna, Viper, Jett, Sova, Killjoy, Sage, Sova, Jett, Viper"
2021,G2 Esports,Giants Gaming,G2 Esports,Bind,13,3,"Astra, Raze, Sage, Skye, Sova","Brimstone, Killjoy, Raze, Skye, Sova","Raze, Astra, Sage, Sova, Skye, Skye, Killjoy, Brimstone, Sova, Raze"
