year,team1_Name,team2_Name,winningTeam,mapName,team1Score,team2Score,team1Agents,team2Agents,agentsPicked
2024,Team Secret,Paper Rex,Team Secret,Sunset,13,8,"Breach, Cypher, Omen, Raze, Sova","Gekko, Kayo, Omen, Raze, Viper","Raze, Sova, Breach, Omen, Cypher, Viper, Kayo, Omen, Gekko, Raze"
2024,T1,Talon Esports,Talon Esports,Lotus,11,13,"Chamber, Fade, Omen, Raze, Viper","Chamber, Gekko, Neon, Omen, Viper","Omen, Fade, Viper, Chamber, Raze, Omen, Gekko, Neon, Viper, Chamber"
2024,T1,Talon Esports,Talon Esports,Bind,10,13,"Gekko, Harbor, Raze, Skye, Viper","Gekko, Harbor, Raze, Skye, Viper","Viper, Raze, Harbor, Gekko, Skye, Viper, Raze, Harbor, Skye, Gekko"
2024,Gen.G,ZETA DIVISION,Gen.G,Split,13,8,"Jett, Omen, Raze, Skye, Viper","Astra, Breach, Chamber, Viper, Yoru","Omen, Jett, Skye, Raze, Viper, Viper, Yoru, Chamber, Astra, Breach"
2024,Gen.G,ZETA DIVISION,ZETA DIVISION,Ascent,14,12,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Sova, Killjoy, Omen, Jett, Omen, Killjoy, Sova, Kayo"
2024,Team Secret,DetonatioN FocusMe,Team Secret,Lotus,13,4,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Raze, Omen, Fade, Viper, Killjoy, Viper, Omen, Fade, Killjoy, Raze"
2024,Team Secret,DetonatioN FocusMe,DetonatioN FocusMe,Breeze,9,13,"Cypher, Jett, Kayo, Sova, Viper","Cypher, Omen, Sova, Viper, Yoru","Sova, Viper, Kayo, Jett, Cypher, Sova, Cypher, Yoru, Omen, Viper"
2024,Team Secret,DetonatioN FocusMe,Team Secret,Sunset,13,2,"Breach, Cypher, Omen, Raze, Sova","Cypher, Gekko, Omen, Raze, Viper","Cypher, Raze, Sova, Omen, Breach, Raze, Omen, Viper, Cypher, Gekko"
2024,Global Esports,Paper Rex,Paper Rex,Sunset,4,13,"Gekko, Kayo, Killjoy, Omen, Sage","Breach, Gekko, Omen, Raze, Sage","Omen, Gekko, Kayo, Killjoy, Sage, Gekko, Sage, Omen, Raze, Breach"
2024,Global Esports,Paper Rex,Paper Rex,Icebox,7,13,"Gekko, Jett, Killjoy, Sage, Viper","Jett, Kayo, Killjoy, Sage, Viper","Viper, Jett, Killjoy, Gekko, Sage, Sage, Kayo, Killjoy, Viper, Jett"
2024,BLEED,Paper Rex,Paper Rex,Ascent,5,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Omen, Sage, Sova","Killjoy, Omen, Jett, Sova, Kayo, Kayo, Omen, Jett, Sova, Sage"
2024,BLEED,Paper Rex,Paper Rex,Bind,6,13,"Brimstone, Gekko, Raze, Skye, Viper","Brimstone, Gekko, Harbor, Raze, Skye","Brimstone, Viper, Raze, Skye, Gekko, Brimstone, Gekko, Skye, Harbor, Raze"
2024,Global Esports,DetonatioN FocusMe,DetonatioN FocusMe,Split,10,13,"Cypher, Omen, Raze, Skye, Viper","Cypher, Omen, Raze, Skye, Viper","Omen, Raze, Cypher, Viper, Skye, Omen, Skye, Raze, Cypher, Viper"
2024,Global Esports,DetonatioN FocusMe,Global Esports,Lotus,13,5,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Fade, Omen, Raze, Viper, Killjoy, Fade, Killjoy, Raze, Viper, Omen"
2024,Global Esports,DetonatioN FocusMe,Global Esports,Ascent,13,11,"Jett, Kayo, Killjoy, Omen, Sova","Cypher, Kayo, Omen, Raze, Viper","Jett, Sova, Killjoy, Kayo, Omen, Kayo, Viper, Raze, Cypher, Omen"
2024,T1,ZETA DIVISION,ZETA DIVISION,Bind,11,13,"Gekko, Harbor, Raze, Skye, Viper","Brimstone, Gekko, Raze, Skye, Viper","Skye, Raze, Harbor, Viper, Gekko, Raze, Gekko, Brimstone, Skye, Viper"
2024,T1,ZETA DIVISION,T1,Lotus,13,9,"Chamber, Fade, Omen, Raze, Viper","Chamber, Gekko, Neon, Omen, Viper","Viper, Chamber, Omen, Raze, Fade, Chamber, Viper, Omen, Neon, Gekko"
2024,T1,ZETA DIVISION,T1,Sunset,13,10,"Cypher, Gekko, Kayo, Omen, Raze","Chamber, Omen, Phoenix, Sova, Viper","Gekko, Raze, Omen, Kayo, Cypher, Viper, Sova, Omen, Phoenix, Chamber"
2024,Team Secret,Talon Esports,Team Secret,Sunset,13,11,"Breach, Cypher, Omen, Raze, Sova","Breach, Cypher, Fade, Omen, Raze","Breach, Cypher, Raze, Omen, Sova, Omen, Breach, Raze, Fade, Cypher"
2024,Team Secret,Talon Esports,Talon Esports,Lotus,11,13,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Viper, Omen, Raze, Viper, Raze, Killjoy, Fade, Omen"
2024,Team Secret,Talon Esports,Talon Esports,Breeze,10,13,"Cypher, Jett, Kayo, Sova, Viper","Cypher, Jett, Sova, Viper, Yoru","Sova, Jett, Kayo, Viper, Cypher, Yoru, Viper, Jett, Sova, Cypher"
2024,BLEED,DRX,DRX,Bind,9,13,"Brimstone, Gekko, Raze, Skye, Viper","Brimstone, Cypher, Kayo, Raze, Viper","Viper, Brimstone, Skye, Gekko, Raze, Brimstone, Viper, Cypher, Raze, Kayo"
2024,BLEED,DRX,DRX,Breeze,4,13,"Cypher, Jett, Sova, Viper, Yoru","Astra, Cypher, Jett, Sova, Viper","Sova, Cypher, Yoru, Jett, Viper, Jett, Viper, Astra, Sova, Cypher"
2024,Gen.G,Rex Regum Qeon,Gen.G,Breeze,13,3,"Astra, Jett, Sova, Viper, Yoru","Cypher, Jett, Sova, Viper, Yoru","Astra, Viper, Jett, Yoru, Sova, Viper, Cypher, Jett, Yoru, Sova"
2024,Gen.G,Rex Regum Qeon,Rex Regum Qeon,Ascent,11,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Sova, Kayo, Omen, Killjoy, Jett, Kayo, Sova, Omen, Killjoy"
2024,Gen.G,Rex Regum Qeon,Rex Regum Qeon,Split,10,13,"Jett, Omen, Raze, Skye, Viper","Cypher, Omen, Raze, Skye, Viper","Raze, Viper, Jett, Omen, Skye, Raze, Skye, Viper, Cypher, Omen"
2024,Team Secret,T1,T1,Lotus,7,13,"Fade, Killjoy, Omen, Raze, Viper","Chamber, Fade, Omen, Raze, Viper","Raze, Viper, Omen, Fade, Killjoy, Viper, Omen, Chamber, Fade, Raze"
2024,Team Secret,T1,T1,Sunset,11,13,"Breach, Cypher, Omen, Raze, Sova","Cypher, Gekko, Kayo, Omen, Raze","Sova, Breach, Cypher, Raze, Omen, Kayo, Cypher, Raze, Omen, Gekko"
2024,Paper Rex,Talon Esports,Paper Rex,Lotus,13,0,"Breach, Jett, Omen, Raze, Skye","Fade, Killjoy, Omen, Raze, Viper","Raze, Jett, Skye, Omen, Breach, Viper, Fade, Omen, Killjoy, Raze"
2024,Paper Rex,Talon Esports,Talon Esports,Bind,7,13,"Brimstone, Gekko, Harbor, Raze, Skye","Gekko, Harbor, Raze, Skye, Viper","Raze, Skye, Brimstone, Gekko, Harbor, Harbor, Viper, Raze, Skye, Gekko"
2024,Paper Rex,Talon Esports,Paper Rex,Sunset,13,9,"Breach, Gekko, Omen, Raze, Sage","Cypher, Kayo, Neon, Omen, Sova","Breach, Gekko, Raze, Omen, Sage, Kayo, Cypher, Sova, Neon, Omen"
2024,Gen.G,T1,T1,Ascent,9,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Kayo, Sova, Jett, Killjoy, Omen, Kayo, Sova, Jett, Omen, Killjoy"
2024,Gen.G,T1,Gen.G,Sunset,13,8,"Cypher, Jett, Kayo, Omen, Sova","Cypher, Gekko, Kayo, Omen, Raze","Kayo, Omen, Cypher, Jett, Sova, Gekko, Omen, Cypher, Kayo, Raze"
2024,Gen.G,T1,T1,Breeze,7,13,"Astra, Jett, Sova, Viper, Yoru","Harbor, Jett, Sova, Viper, Yoru","Jett, Sova, Viper, Astra, Yoru, Jett, Harbor, Viper, Sova, Yoru"
2024,DRX,Paper Rex,Paper Rex,Lotus,6,13,"Fade, Killjoy, Omen, Raze, Viper","Breach, Jett, Omen, Raze, Skye","Killjoy, Viper, Fade, Omen, Raze, Skye, Jett, Omen, Raze, Breach"
2024,DRX,Paper Rex,DRX,Ascent,13,10,"Cypher, Jett, Kayo, Omen, Viper","Jett, Kayo, Omen, Sage, Sova","Cypher, Omen, Viper, Jett, Kayo, Omen, Sage, Sova, Kayo, Jett"
2024,DRX,Paper Rex,Paper Rex,Bind,6,13,"Brimstone, Cypher, Kayo, Raze, Viper","Brimstone, Gekko, Harbor, Raze, Skye","Cypher, Viper, Raze, Brimstone, Kayo, Gekko, Raze, Brimstone, Skye, Harbor"
2024,T1,Paper Rex,Paper Rex,Lotus,3,13,"Chamber, Fade, Omen, Raze, Viper","Breach, Jett, Omen, Raze, Skye","Fade, Raze, Omen, Chamber, Viper, Raze, Omen, Skye, Breach, Jett"
2024,T1,Paper Rex,Paper Rex,Sunset,5,13,"Cypher, Gekko, Kayo, Omen, Raze","Breach, Gekko, Omen, Raze, Sage","Cypher, Kayo, Raze, Gekko, Omen, Breach, Sage, Raze, Omen, Gekko"
2024,Gen.G,DRX,DRX,Bind,8,13,"Brimstone, Cypher, Raze, Skye, Viper","Brimstone, Cypher, Kayo, Raze, Viper","Brimstone, Skye, Cypher, Raze, Viper, Brimstone, Kayo, Viper, Raze, Cypher"
2024,Gen.G,DRX,Gen.G,Sunset,13,11,"Cypher, Jett, Kayo, Omen, Sova","Breach, Cypher, Gekko, Omen, Raze","Omen, Cypher, Jett, Kayo, Sova, Gekko, Cypher, Breach, Raze, Omen"
2024,Gen.G,DRX,Gen.G,Ascent,13,8,"Jett, Kayo, Killjoy, Omen, Sova","Cypher, Jett, Kayo, Omen, Viper","Jett, Kayo, Killjoy, Sova, Omen, Viper, Omen, Kayo, Jett, Cypher"
2024,T1,Gen.G,Gen.G,Lotus,2,13,"Breach, Neon, Omen, Raze, Skye","Fade, Killjoy, Omen, Raze, Viper","Raze, Breach, Omen, Skye, Neon, Omen, Raze, Killjoy, Fade, Viper"
2024,T1,Gen.G,Gen.G,Icebox,11,13,"Chamber, Reyna, Sage, Sova, Viper","Gekko, Jett, Kayo, Killjoy, Viper","Sova, Viper, Chamber, Sage, Reyna, Kayo, Jett, Killjoy, Viper, Gekko"
2024,T1,Gen.G,Gen.G,Bind,9,13,"Gekko, Harbor, Kayo, Raze, Viper","Brimstone, Cypher, Raze, Skye, Viper","Gekko, Harbor, Kayo, Viper, Raze, Brimstone, Viper, Skye, Cypher, Raze"
2024,Paper Rex,Gen.G,Gen.G,Lotus,9,13,"Breach, Jett, Omen, Raze, Skye","Fade, Killjoy, Omen, Raze, Viper","Raze, Omen, Breach, Skye, Jett, Raze, Viper, Omen, Killjoy, Fade"
2024,Paper Rex,Gen.G,Paper Rex,Sunset,13,9,"Breach, Gekko, Omen, Raze, Sage","Cypher, Jett, Kayo, Omen, Sova","Raze, Gekko, Breach, Omen, Sage, Cypher, Jett, Sova, Kayo, Omen"
2024,Paper Rex,Gen.G,Paper Rex,Icebox,13,11,"Jett, Kayo, Killjoy, Sage, Viper","Gekko, Jett, Kayo, Killjoy, Viper","Kayo, Jett, Killjoy, Sage, Viper, Jett, Gekko, Killjoy, Viper, Kayo"
2024,Paper Rex,Gen.G,Gen.G,Bind,9,13,"Brimstone, Gekko, Harbor, Raze, Skye","Brimstone, Cypher, Raze, Skye, Viper","Raze, Harbor, Skye, Gekko, Brimstone, Viper, Raze, Cypher, Skye, Brimstone"
2024,Paper Rex,Gen.G,Paper Rex,Split,13,8,"Jett, Omen, Raze, Skye, Viper","Jett, Omen, Raze, Skye, Viper","Jett, Skye, Viper, Omen, Raze, Raze, Skye, Jett, Omen, Viper"
2024,G2 Esports,T1,G2 Esports,Breeze,13,8,"Astra, Cypher, Sova, Viper, Yoru","Harbor, Jett, Sova, Viper, Yoru","Cypher, Sova, Viper, Astra, Yoru, Harbor, Sova, Yoru, Jett, Viper"
2024,G2 Esports,T1,T1,Icebox,1,13,"Gekko, Harbor, Killjoy, Sova, Viper","Chamber, Reyna, Sage, Sova, Viper","Killjoy, Viper, Sova, Gekko, Harbor, Viper, Sova, Sage, Chamber, Reyna"
2024,G2 Esports,T1,T1,Lotus,14,12,"Fade, Killjoy, Omen, Raze, Viper","Chamber, Fade, Omen, Raze, Viper","Killjoy, Omen, Viper, Raze, Fade, Fade, Raze, Omen, Viper, Chamber"
2024,FunPlus Phoenix,FUT Esports,FunPlus Phoenix,Sunset,13,7,"Cypher, Fade, Harbor, Omen, Yoru","Breach, Cypher, Gekko, Omen, Raze","Yoru, Cypher, Harbor, Omen, Fade, Cypher, Gekko, Omen, Breach, Raze"
2024,FunPlus Phoenix,FUT Esports,FUT Esports,Lotus,12,14,"Astra, Gekko, Omen, Raze, Viper","Breach, Cypher, Jett, Omen, Viper","Astra, Raze, Viper, Gekko, Omen, Jett, Omen, Viper, Cypher, Breach"
2024,FunPlus Phoenix,FUT Esports,FunPlus Phoenix,Icebox,13,10,"Clove, Gekko, Harbor, Kayo, Omen","Jett, Kayo, Killjoy, Sova, Viper","Harbor, Kayo, Gekko, Clove, Omen, Jett, Sova, Killjoy, Viper, Kayo"
2024,Gen.G,LEVIATÁN,LEVIATÁN,Icebox,7,13,"Gekko, Jett, Kayo, Killjoy, Viper","Harbor, Jett, Killjoy, Sova, Viper","Killjoy, Gekko, Kayo, Viper, Jett, Jett, Killjoy, Sova, Harbor, Viper"
2024,Gen.G,LEVIATÁN,Gen.G,Lotus,13,5,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Raze, Omen, Viper, Fade, Killjoy, Viper, Killjoy, Raze, Omen, Fade"
2024,Gen.G,LEVIATÁN,Gen.G,Breeze,13,7,"Astra, Jett, Sova, Viper, Yoru","Cypher, Jett, Kayo, Sova, Viper","Astra, Sova, Yoru, Viper, Jett, Jett, Cypher, Kayo, Viper, Sova"
2024,Team Heretics,Dragon Ranger Gaming,Team Heretics,Icebox,13,5,"Jett, Kayo, Killjoy, Sova, Viper","Harbor, Jett, Killjoy, Sova, Viper","Kayo, Jett, Killjoy, Sova, Viper, Killjoy, Sova, Jett, Viper, Harbor"
2024,Team Heretics,Dragon Ranger Gaming,Team Heretics,Sunset,13,5,"Cypher, Kayo, Omen, Raze, Sova","Cypher, Gekko, Kayo, Omen, Raze","Raze, Kayo, Sova, Omen, Cypher, Kayo, Cypher, Omen, Raze, Gekko"
2024,FunPlus Phoenix,Gen.G,Gen.G,Lotus,16,14,"Astra, Gekko, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Raze, Astra, Viper, Gekko, Omen, Raze, Omen, Killjoy, Viper, Fade"
2024,FunPlus Phoenix,Gen.G,Gen.G,Sunset,7,13,"Cypher, Fade, Harbor, Omen, Yoru","Cypher, Jett, Kayo, Omen, Sova","Yoru, Fade, Cypher, Omen, Harbor, Jett, Omen, Cypher, Kayo, Sova"
2024,FunPlus Phoenix,Gen.G,Gen.G,Ascent,11,13,"Fade, Killjoy, Omen, Viper, Yoru","Jett, Kayo, Killjoy, Omen, Sova","Omen, Fade, Viper, Yoru, Killjoy, Killjoy, Jett, Sova, Omen, Kayo"
2024,G2 Esports,Team Heretics,Team Heretics,Lotus,9,13,"Fade, Killjoy, Omen, Raze, Viper","Breach, Cypher, Fade, Omen, Raze","Raze, Killjoy, Viper, Omen, Fade, Breach, Cypher, Fade, Raze, Omen"
2024,G2 Esports,Team Heretics,G2 Esports,Bind,13,6,"Brimstone, Gekko, Raze, Skye, Viper","Omen, Raze, Skye, Sova, Viper","Raze, Viper, Gekko, Skye, Brimstone, Sova, Omen, Raze, Skye, Viper"
2024,G2 Esports,Team Heretics,G2 Esports,Split,13,8,"Breach, Fade, Omen, Raze, Viper","Cypher, Omen, Raze, Skye, Viper","Breach, Omen, Viper, Raze, Fade, Raze, Viper, Skye, Omen, Cypher"
2024,LEVIATÁN,T1,LEVIATÁN,Breeze,13,9,"Cypher, Jett, Kayo, Sova, Viper","Harbor, Jett, Sova, Viper, Yoru","Kayo, Viper, Jett, Cypher, Sova, Yoru, Viper, Harbor, Jett, Sova"
2024,LEVIATÁN,T1,LEVIATÁN,Sunset,13,7,"Breach, Cypher, Gekko, Omen, Raze","Breach, Gekko, Omen, Raze, Sage","Raze, Gekko, Cypher, Omen, Breach, Raze, Breach, Sage, Gekko, Omen"
2024,Dragon Ranger Gaming,FUT Esports,FUT Esports,Bind,10,13,"Brimstone, Cypher, Harbor, Raze, Skye","Kayo, Omen, Raze, Skye, Viper","Raze, Cypher, Brimstone, Harbor, Skye, Viper, Raze, Skye, Kayo, Omen"
2024,Dragon Ranger Gaming,FUT Esports,FUT Esports,Ascent,12,14,"Cypher, Jett, Kayo, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Omen, Jett, Cypher, Kayo, Sova, Jett, Kayo, Sova, Killjoy, Omen"
2024,FunPlus Phoenix,Team Heretics,Team Heretics,Sunset,4,13,"Cypher, Fade, Harbor, Omen, Yoru","Cypher, Kayo, Omen, Raze, Sova","Cypher, Omen, Yoru, Fade, Harbor, Raze, Cypher, Kayo, Sova, Omen"
2024,FunPlus Phoenix,Team Heretics,FunPlus Phoenix,Lotus,13,6,"Astra, Gekko, Omen, Raze, Viper","Breach, Cypher, Fade, Omen, Raze","Raze, Astra, Gekko, Viper, Omen, Raze, Cypher, Breach, Omen, Fade"
2024,FunPlus Phoenix,Team Heretics,Team Heretics,Icebox,15,17,"Clove, Gekko, Harbor, Kayo, Omen","Jett, Kayo, Killjoy, Sova, Viper","Gekko, Clove, Omen, Kayo, Harbor, Jett, Sova, Killjoy, Kayo, Viper"
2024,FUT Esports,LEVIATÁN,FUT Esports,Sunset,13,1,"Breach, Cypher, Gekko, Omen, Raze","Breach, Cypher, Gekko, Omen, Raze","Gekko, Cypher, Omen, Breach, Raze, Gekko, Cypher, Raze, Breach, Omen"
2024,FUT Esports,LEVIATÁN,LEVIATÁN,Lotus,11,13,"Breach, Cypher, Jett, Omen, Viper","Fade, Killjoy, Omen, Raze, Viper","Jett, Cypher, Breach, Viper, Omen, Viper, Raze, Omen, Fade, Killjoy"
2024,FUT Esports,LEVIATÁN,FUT Esports,Bind,13,11,"Kayo, Omen, Raze, Skye, Viper","Brimstone, Gekko, Raze, Skye, Viper","Omen, Viper, Raze, Skye, Kayo, Brimstone, Raze, Viper, Gekko, Skye"
2024,100 Thieves,FUT Esports,100 Thieves,Icebox,13,2,"Gekko, Jett, Killjoy, Sova, Viper","Jett, Kayo, Killjoy, Sova, Viper","Sova, Viper, Jett, Killjoy, Gekko, Viper, Jett, Sova, Kayo, Killjoy"
2024,100 Thieves,FUT Esports,100 Thieves,Bind,13,5,"Brimstone, Fade, Gekko, Raze, Viper","Kayo, Omen, Raze, Skye, Viper","Brimstone, Gekko, Raze, Fade, Viper, Viper, Raze, Omen, Kayo, Skye"
2024,FNATIC,Gen.G,FNATIC,Lotus,13,10,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Killjoy, Viper, Raze, Fade, Omen, Viper, Fade, Killjoy, Raze, Omen"
2024,FNATIC,Gen.G,Gen.G,Bind,10,13,"Brimstone, Gekko, Raze, Skye, Viper","Brimstone, Cypher, Raze, Skye, Viper","Viper, Gekko, Raze, Skye, Brimstone, Raze, Cypher, Viper, Brimstone, Skye"
2024,FNATIC,Gen.G,Gen.G,Breeze,11,13,"Cypher, Kayo, Sova, Viper, Yoru","Astra, Jett, Sova, Viper, Yoru","Yoru, Viper, Sova, Cypher, Kayo, Jett, Sova, Astra, Yoru, Viper"
2024,Paper Rex,G2 Esports,Paper Rex,Split,13,7,"Jett, Omen, Raze, Skye, Viper","Breach, Fade, Omen, Raze, Viper","Jett, Raze, Omen, Viper, Skye, Fade, Raze, Omen, Breach, Viper"
2024,Paper Rex,G2 Esports,G2 Esports,Lotus,10,13,"Breach, Jett, Omen, Raze, Skye","Fade, Killjoy, Omen, Raze, Viper","Skye, Jett, Raze, Omen, Breach, Raze, Killjoy, Viper, Fade, Omen"
2024,Paper Rex,G2 Esports,G2 Esports,Bind,5,13,"Brimstone, Gekko, Harbor, Raze, Skye","Brimstone, Gekko, Raze, Skye, Viper","Brimstone, Gekko, Harbor, Skye, Raze, Raze, Gekko, Brimstone, Viper, Skye"
2024,EDward Gaming,Team Heretics,Team Heretics,Sunset,6,13,"Astra, Cypher, Gekko, Omen, Raze","Cypher, Kayo, Omen, Raze, Sova","Raze, Astra, Omen, Cypher, Gekko, Raze, Kayo, Cypher, Sova, Omen"
2024,EDward Gaming,Team Heretics,Team Heretics,Split,3,13,"Cypher, Omen, Raze, Skye, Viper","Cypher, Omen, Raze, Skye, Viper","Omen, Raze, Viper, Cypher, Skye, Raze, Skye, Cypher, Viper, Omen"
2024,FUT Esports,FNATIC,FNATIC,Split,5,13,"Chamber, Omen, Raze, Skye, Viper","Breach, Cypher, Omen, Raze, Yoru","Viper, Raze, Omen, Chamber, Skye, Yoru, Cypher, Raze, Breach, Omen"
2024,FUT Esports,FNATIC,FUT Esports,Lotus,13,8,"Breach, Cypher, Jett, Omen, Viper","Fade, Killjoy, Omen, Raze, Viper","Jett, Viper, Breach, Omen, Cypher, Raze, Fade, Killjoy, Omen, Viper"
2024,FUT Esports,FNATIC,FUT Esports,Ascent,13,3,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Sova, Jett, Kayo, Killjoy, Omen, Jett, Killjoy, Sova, Kayo, Omen"
2024,Paper Rex,EDward Gaming,Paper Rex,Bind,13,11,"Brimstone, Harbor, Raze, Reyna, Skye","Gekko, Omen, Raze, Skye, Viper","Raze, Brimstone, Reyna, Skye, Harbor, Omen, Raze, Skye, Viper, Gekko"
2024,Paper Rex,EDward Gaming,Paper Rex,Sunset,13,6,"Breach, Gekko, Omen, Raze, Sage","Cypher, Gekko, Omen, Raze, Viper","Breach, Gekko, Raze, Sage, Omen, Raze, Viper, Cypher, Gekko, Omen"
2024,100 Thieves,Gen.G,Gen.G,Icebox,10,13,"Gekko, Jett, Killjoy, Sova, Viper","Gekko, Jett, Kayo, Killjoy, Viper","Gekko, Killjoy, Jett, Sova, Viper, Viper, Gekko, Killjoy, Jett, Kayo"
2024,100 Thieves,Gen.G,Gen.G,Ascent,10,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Omen, Sova, Jett, Killjoy, Kayo, Killjoy, Omen, Kayo, Jett, Sova"
2024,G2 Esports,Team Heretics,Team Heretics,Icebox,7,13,"Gekko, Killjoy, Sage, Sova, Viper","Jett, Kayo, Killjoy, Sova, Viper","Viper, Sage, Killjoy, Sova, Gekko, Killjoy, Jett, Kayo, Sova, Viper"
2024,G2 Esports,Team Heretics,G2 Esports,Ascent,13,11,"Jett, Kayo, Killjoy, Omen, Sova","Cypher, Jett, Kayo, Omen, Sova","Sova, Kayo, Omen, Jett, Killjoy, Jett, Omen, Cypher, Kayo, Sova"
2024,G2 Esports,Team Heretics,G2 Esports,Lotus,13,4,"Fade, Killjoy, Omen, Raze, Viper","Breach, Cypher, Fade, Omen, Raze","Viper, Killjoy, Fade, Raze, Omen, Omen, Cypher, Fade, Raze, Breach"
2024,100 Thieves,Paper Rex,100 Thieves,Breeze,13,5,"Cypher, Jett, Kayo, Sova, Viper","Harbor, Jett, Reyna, Sova, Viper","Kayo, Viper, Jett, Cypher, Sova, Jett, Viper, Harbor, Sova, Reyna"
2024,100 Thieves,Paper Rex,Paper Rex,Sunset,10,13,"Cypher, Fade, Gekko, Omen, Raze","Breach, Gekko, Omen, Raze, Sage","Cypher, Gekko, Omen, Fade, Raze, Breach, Gekko, Raze, Sage, Omen"
2024,100 Thieves,Paper Rex,Paper Rex,Icebox,14,12,"Gekko, Jett, Killjoy, Sova, Viper","Jett, Kayo, Killjoy, Sage, Viper","Viper, Jett, Gekko, Sova, Killjoy, Jett, Sage, Killjoy, Kayo, Viper"
2024,Team Heretics,FUT Esports,Team Heretics,Bind,13,7,"Brimstone, Fade, Gekko, Raze, Viper","Gekko, Kayo, Omen, Raze, Viper","Raze, Viper, Fade, Brimstone, Gekko, Omen, Raze, Viper, Kayo, Gekko"
2024,Team Heretics,FUT Esports,Team Heretics,Sunset,13,4,"Cypher, Kayo, Omen, Raze, Sova","Breach, Cypher, Gekko, Omen, Raze","Sova, Cypher, Raze, Omen, Kayo, Raze, Breach, Omen, Gekko, Cypher"
2024,G2 Esports,Gen.G,Gen.G,Lotus,8,13,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Viper, Killjoy, Fade, Omen, Raze, Killjoy, Raze, Fade, Viper, Omen"
2024,G2 Esports,Gen.G,Gen.G,Ascent,10,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Sova, Omen, Kayo, Killjoy, Jett, Sova, Killjoy, Kayo, Omen"
2024,100 Thieves,Team Heretics,100 Thieves,Bind,13,15,"Brimstone, Fade, Gekko, Raze, Viper","Brimstone, Fade, Gekko, Raze, Viper","Raze, Gekko, Viper, Brimstone, Fade, Raze, Brimstone, Gekko, Viper, Fade"
2024,100 Thieves,Team Heretics,Team Heretics,Sunset,1,13,"Cypher, Fade, Gekko, Omen, Raze","Cypher, Kayo, Omen, Raze, Sova","Fade, Raze, Omen, Gekko, Cypher, Raze, Kayo, Omen, Cypher, Sova"
2024,G2 Esports,Team Heretics,Team Heretics,Bind,2,13,"Brimstone, Gekko, Raze, Skye, Viper","Brimstone, Fade, Gekko, Raze, Viper","Skye, Gekko, Brimstone, Viper, Raze, Raze, Gekko, Fade, Viper, Brimstone"
2024,G2 Esports,Team Heretics,Team Heretics,Icebox,6,13,"Gekko, Harbor, Killjoy, Sova, Viper","Jett, Kayo, Killjoy, Sova, Viper","Killjoy, Harbor, Sova, Gekko, Viper, Sova, Kayo, Jett, Viper, Killjoy"
2024,G2 Esports,Team Heretics,Team Heretics,Lotus,8,13,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Raze, Omen, Killjoy, Viper, Fade, Viper, Omen, Fade, Killjoy, Raze"
2024,Gen.G,Team Heretics,Gen.G,Breeze,13,6,"Astra, Jett, Sova, Viper, Yoru","Cypher, Jett, Skye, Sova, Viper","Yoru, Jett, Astra, Sova, Viper, Sova, Skye, Jett, Viper, Cypher"
2024,Gen.G,Team Heretics,Team Heretics,Icebox,9,13,"Gekko, Jett, Kayo, Killjoy, Viper","Jett, Kayo, Killjoy, Sova, Viper","Jett, Killjoy, Gekko, Kayo, Viper, Sova, Kayo, Viper, Killjoy, Jett"
2024,Gen.G,Team Heretics,Team Heretics,Ascent,9,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Omen, Kayo, Sova, Killjoy, Jett, Jett, Omen, Killjoy, Kayo, Sova"
2024,Gen.G,Team Heretics,Gen.G,Lotus,13,4,"Fade, Killjoy, Omen, Raze, Viper","Fade, Killjoy, Omen, Raze, Viper","Raze, Killjoy, Fade, Viper, Omen, Fade, Killjoy, Raze, Omen, Viper"
