year,team1Encoded,team2Encoded,encodedMapName,team1Score,team2Score,agent1Encoded,agent2Encoded,agent3Encoded,agent4Encoded,agent5Encoded,agent6Encoded,agent7Encoded,agent8Encoded,agent9Encoded,agent10Encoded,team1Agents,team2Agents
2022,60,57,7,13,15,8,0,14,2,3,3,8,14,2,0,"8, 0, 14, 2, 3","3, 8, 14, 2, 0"
2022,72,24,1,6,13,3,11,9,14,0,9,11,14,19,3,"3, 11, 9, 14, 0","9, 11, 14, 19, 3"
2022,72,24,7,13,8,21,7,3,16,8,3,11,14,8,2,"21, 7, 3, 16, 8","3, 11, 14, 8, 2"
2022,72,24,4,5,13,6,14,9,11,2,11,16,14,2,6,"6, 14, 9, 11, 2","11, 16, 14, 2, 6"
2022,64,22,1,8,13,0,11,3,14,9,11,14,9,2,3,"0, 11, 3, 14, 9","11, 14, 9, 2, 3"
2022,64,22,6,13,9,8,0,18,3,2,8,18,3,2,0,"8, 0, 18, 3, 2","8, 18, 3, 2, 0"
2022,64,22,8,4,13,8,2,3,0,18,0,16,2,8,3,"8, 2, 3, 0, 18","0, 16, 2, 8, 3"
2022,52,67,2,13,2,14,11,6,2,9,11,2,6,14,9,"14, 11, 6, 2, 9","11, 2, 6, 14, 9"
2022,52,67,4,5,13,14,2,0,20,18,11,0,18,16,2,"14, 2, 0, 20, 18","11, 0, 18, 16, 2"
2022,52,67,3,5,13,0,3,9,14,21,14,3,21,0,11,"0, 3, 9, 14, 21","14, 3, 21, 0, 11"
2022,57,34,7,7,13,7,18,8,14,3,21,16,7,3,8,"7, 18, 8, 14, 3","21, 16, 7, 3, 8"
2022,57,34,2,13,4,13,6,11,14,9,6,9,11,2,14,"13, 6, 11, 14, 9","6, 9, 11, 2, 14"
2022,57,34,4,13,2,11,16,18,6,13,14,11,6,16,13,"11, 16, 18, 6, 13","14, 11, 6, 16, 13"
2022,72,15,6,13,7,18,3,0,8,2,2,18,0,8,3,"18, 3, 0, 8, 2","2, 18, 0, 8, 3"
2022,72,15,4,13,4,14,5,13,6,9,19,13,14,9,11,"14, 5, 13, 6, 9","19, 13, 14, 9, 11"
2022,64,25,1,13,11,14,0,9,1,3,0,9,14,3,11,"14, 0, 9, 1, 3","0, 9, 14, 3, 11"
2022,64,25,4,14,12,13,14,0,11,18,0,7,18,14,11,"13, 14, 0, 11, 18","0, 7, 18, 14, 11"
2022,22,60,1,13,5,2,11,3,9,14,3,9,14,19,11,"2, 11, 3, 9, 14","3, 9, 14, 19, 11"
2022,22,60,8,13,11,0,3,8,16,2,13,19,21,8,16,"0, 3, 8, 16, 2","13, 19, 21, 8, 16"
2022,38,67,2,4,13,14,13,11,6,9,9,6,14,11,2,"14, 13, 11, 6, 9","9, 6, 14, 11, 2"
2022,38,67,4,11,13,14,6,9,13,11,9,18,0,13,11,"14, 6, 9, 13, 11","9, 18, 0, 13, 11"
2022,52,24,2,13,6,9,14,11,7,6,11,13,21,14,6,"9, 14, 11, 7, 6","11, 13, 21, 14, 6"
2022,52,24,7,13,7,8,0,3,16,7,7,14,8,3,11,"8, 0, 3, 16, 7","7, 14, 8, 3, 11"
2022,57,24,2,14,12,14,9,11,6,13,11,14,21,2,6,"14, 9, 11, 6, 13","11, 14, 21, 2, 6"
2022,57,24,1,8,13,11,9,3,19,14,9,14,3,11,19,"11, 9, 3, 19, 14","9, 14, 3, 11, 19"
2022,57,24,4,13,6,6,18,16,11,13,11,13,14,16,6,"6, 18, 16, 11, 13","11, 13, 14, 16, 6"
2022,52,22,8,4,13,0,18,3,13,8,0,2,16,3,8,"0, 18, 3, 13, 8","0, 2, 16, 3, 8"
2022,52,22,2,13,9,9,7,11,14,6,21,11,14,7,19,"9, 7, 11, 14, 6","21, 11, 14, 7, 19"
2022,52,22,7,13,7,8,16,3,0,7,11,2,14,3,8,"8, 16, 3, 0, 7","11, 2, 14, 3, 8"
2022,67,60,7,10,13,7,3,11,14,8,7,0,8,14,21,"7, 3, 11, 14, 8","7, 0, 8, 14, 21"
2022,67,60,2,13,8,2,14,11,9,6,6,13,11,9,14,"2, 14, 11, 9, 6","6, 13, 11, 9, 14"
2022,67,60,6,13,15,21,7,0,8,18,0,7,19,8,18,"21, 7, 0, 8, 18","0, 7, 19, 8, 18"
2022,34,38,7,13,6,16,8,21,3,7,11,8,14,3,7,"16, 8, 21, 3, 7","11, 8, 14, 3, 7"
2022,34,38,3,13,1,11,0,13,3,14,3,0,14,11,13,"11, 0, 13, 3, 14","3, 0, 14, 11, 13"
2022,57,52,4,12,14,11,16,6,13,18,0,18,7,20,16,"11, 16, 6, 13, 18","0, 18, 7, 20, 16"
2022,57,52,6,13,5,0,7,8,18,21,2,18,8,3,0,"0, 7, 8, 18, 21","2, 18, 8, 3, 0"
2022,57,52,2,8,13,14,9,11,6,13,11,7,9,6,14,"14, 9, 11, 6, 13","11, 7, 9, 6, 14"
2022,60,34,7,10,13,14,0,21,8,7,8,21,16,3,7,"14, 0, 21, 8, 7","8, 21, 16, 3, 7"
2022,60,34,3,5,13,14,11,9,0,13,14,11,0,3,13,"14, 11, 9, 0, 13","14, 11, 0, 3, 13"
2022,24,22,8,8,13,18,2,0,20,9,0,8,16,3,2,"18, 2, 0, 20, 9","0, 8, 16, 3, 2"
2022,24,22,1,7,13,11,3,9,14,19,11,9,19,14,3,"11, 3, 9, 14, 19","11, 9, 19, 14, 3"
2022,67,38,4,7,13,13,11,9,6,18,11,9,14,13,6,"13, 11, 9, 6, 18","11, 9, 14, 13, 6"
2022,67,38,2,13,9,6,14,2,9,11,14,9,6,2,11,"6, 14, 2, 9, 11","14, 9, 6, 2, 11"
2022,67,38,6,13,8,0,18,7,21,8,8,18,7,0,3,"0, 18, 7, 21, 8","8, 18, 7, 0, 3"
2022,60,22,1,5,13,14,19,3,16,11,9,11,14,19,3,"14, 19, 3, 16, 11","9, 11, 14, 19, 3"
2022,60,22,2,5,13,9,13,14,6,11,11,9,7,6,14,"9, 13, 14, 6, 11","11, 9, 7, 6, 14"
2022,57,67,1,10,13,14,19,11,3,9,9,3,19,14,11,"14, 19, 11, 3, 9","9, 3, 19, 14, 11"
2022,57,67,2,13,10,14,13,9,11,6,2,9,11,14,6,"14, 13, 9, 11, 6","2, 9, 11, 14, 6"
2022,57,67,6,13,7,18,21,7,0,8,7,0,8,21,18,"18, 21, 7, 0, 8","7, 0, 8, 21, 18"
2022,52,34,8,13,10,0,2,9,20,18,8,18,16,13,0,"0, 2, 9, 20, 18","8, 18, 16, 13, 0"
2022,52,34,7,13,4,8,0,7,3,16,21,7,16,8,3,"8, 0, 7, 3, 16","21, 7, 16, 8, 3"
2022,22,57,4,4,13,16,19,14,7,11,0,16,13,18,8,"16, 19, 14, 7, 11","0, 16, 13, 18, 8"
2022,22,57,8,13,11,0,8,16,3,2,8,6,13,0,18,"0, 8, 16, 3, 2","8, 6, 13, 0, 18"
2022,22,57,2,2,13,6,9,11,7,14,11,6,13,14,9,"6, 9, 11, 7, 14","11, 6, 13, 14, 9"
2022,34,57,3,17,15,14,11,3,13,0,21,0,3,11,14,"14, 11, 3, 13, 0","21, 0, 3, 11, 14"
2022,34,57,4,13,5,11,16,18,0,13,16,0,18,8,13,"11, 16, 18, 0, 13","16, 0, 18, 8, 13"
2022,34,57,8,13,10,13,18,0,11,16,0,8,13,18,9,"13, 18, 0, 11, 16","0, 8, 13, 18, 9"
2022,52,34,2,13,9,11,6,7,9,14,13,14,6,9,11,"11, 6, 7, 9, 14","13, 14, 6, 9, 11"
2022,52,34,3,9,13,3,14,9,0,21,14,3,11,0,13,"3, 14, 9, 0, 21","14, 3, 11, 0, 13"
2022,52,34,1,2,13,16,0,3,11,14,9,11,14,0,3,"16, 0, 3, 11, 14","9, 11, 14, 0, 3"
2022,52,34,8,13,7,0,2,9,20,18,8,13,16,0,18,"0, 2, 9, 20, 18","8, 13, 16, 0, 18"
2022,52,34,4,11,13,16,0,13,18,20,11,16,13,0,18,"16, 0, 13, 18, 20","11, 16, 13, 0, 18"
2022,73,20,3,13,2,3,14,9,21,11,0,14,3,21,11,"3, 14, 9, 21, 11","0, 14, 3, 21, 11"
2022,73,20,4,13,3,13,6,11,18,14,6,18,2,16,11,"13, 6, 11, 18, 14","6, 18, 2, 16, 11"
2022,0,48,6,5,13,7,21,18,0,11,18,7,0,20,11,"7, 21, 18, 0, 11","18, 7, 0, 20, 11"
2022,0,48,2,14,16,0,11,9,13,14,13,9,6,11,14,"0, 11, 9, 13, 14","13, 9, 6, 11, 14"
2022,52,68,3,10,13,0,9,3,14,21,3,11,14,6,21,"0, 9, 3, 14, 21","3, 11, 14, 6, 21"
2022,52,68,2,10,13,14,9,11,7,6,6,11,14,13,21,"14, 9, 11, 7, 6","6, 11, 14, 13, 21"
2022,58,41,2,7,13,14,11,13,6,9,13,9,11,14,6,"14, 11, 13, 6, 9","13, 9, 11, 14, 6"
2022,58,41,8,8,13,21,13,3,16,8,11,13,8,21,19,"21, 13, 3, 16, 8","11, 13, 8, 21, 19"
2022,68,48,8,7,13,18,16,13,6,11,21,2,18,8,19,"18, 16, 13, 6, 11","21, 2, 18, 8, 19"
2022,68,48,3,13,11,6,3,14,11,21,14,11,21,6,3,"6, 3, 14, 11, 21","14, 11, 21, 6, 3"
2022,68,48,2,15,17,13,6,14,21,11,9,11,14,6,13,"13, 6, 14, 21, 11","9, 11, 14, 6, 13"
2022,41,73,3,4,13,11,21,14,1,3,9,3,21,14,11,"11, 21, 14, 1, 3","9, 3, 21, 14, 11"
2022,41,73,1,8,13,0,14,9,3,11,3,16,11,0,14,"0, 14, 9, 3, 11","3, 16, 11, 0, 14"
2022,52,0,7,13,5,0,7,3,16,8,8,3,21,7,16,"0, 7, 3, 16, 8","8, 3, 21, 7, 16"
2022,52,0,2,13,10,13,14,9,11,6,11,14,0,9,13,"13, 14, 9, 11, 6","11, 14, 0, 9, 13"
2022,58,20,6,7,13,3,8,7,19,18,2,0,8,18,3,"3, 8, 7, 19, 18","2, 0, 8, 18, 3"
2022,58,20,3,11,13,3,0,14,21,9,3,0,14,11,21,"3, 0, 14, 21, 9","3, 0, 14, 11, 21"
2022,68,52,6,9,13,19,18,2,11,21,9,20,0,18,7,"19, 18, 2, 11, 21","9, 20, 0, 18, 7"
2022,68,52,4,6,13,11,18,13,16,6,20,0,13,16,9,"11, 18, 13, 16, 6","20, 0, 13, 16, 9"
2022,41,20,8,13,6,8,21,19,13,11,2,21,8,16,3,"8, 21, 19, 13, 11","2, 21, 8, 16, 3"
2022,41,20,3,10,13,14,3,11,1,21,3,11,0,21,14,"14, 3, 11, 1, 21","3, 11, 0, 21, 14"
2022,41,20,6,12,14,19,9,21,7,11,8,0,2,18,3,"19, 9, 21, 7, 11","8, 0, 2, 18, 3"
2022,14,20,8,13,7,21,13,8,0,18,3,21,2,16,8,"21, 13, 8, 0, 18","3, 21, 2, 16, 8"
2022,14,20,7,13,10,0,16,13,8,3,8,21,3,2,16,"0, 16, 13, 8, 3","8, 21, 3, 2, 16"
2022,49,48,3,13,10,11,14,3,21,0,14,11,3,6,21,"11, 14, 3, 21, 0","14, 11, 3, 6, 21"
2022,49,48,4,3,13,11,14,13,18,6,11,0,16,18,13,"11, 14, 13, 18, 6","11, 0, 16, 18, 13"
2022,49,48,2,13,10,14,11,13,6,9,11,14,13,9,6,"14, 11, 13, 6, 9","11, 14, 13, 9, 6"
2022,26,73,4,13,10,1,19,13,14,11,13,6,11,18,14,"1, 19, 13, 14, 11","13, 6, 11, 18, 14"
2022,26,73,7,8,13,18,7,16,5,8,16,2,3,8,21,"18, 7, 16, 5, 8","16, 2, 3, 8, 21"
2022,26,73,2,8,13,6,14,11,13,9,2,0,14,11,16,"6, 14, 11, 13, 9","2, 0, 14, 11, 16"
2022,34,52,3,7,13,11,0,14,3,13,0,3,9,14,21,"11, 0, 14, 3, 13","0, 3, 9, 14, 21"
2022,34,52,4,13,7,11,0,16,13,18,0,9,13,20,16,"11, 0, 16, 13, 18","0, 9, 13, 20, 16"
2022,34,52,6,11,13,11,0,3,7,18,18,7,20,0,9,"11, 0, 3, 7, 18","18, 7, 20, 0, 9"
2022,20,48,6,13,7,2,3,18,0,8,0,11,7,20,18,"2, 3, 18, 0, 8","0, 11, 7, 20, 18"
2022,20,48,4,4,13,2,16,11,6,18,11,0,16,13,18,"2, 16, 11, 6, 18","11, 0, 16, 13, 18"
2022,20,48,8,13,7,21,2,16,8,3,19,21,8,18,2,"21, 2, 16, 8, 3","19, 21, 8, 18, 2"
2022,26,34,4,13,10,11,1,19,13,16,18,13,11,16,6,"11, 1, 19, 13, 16","18, 13, 11, 16, 6"
2022,26,34,8,13,8,11,8,13,19,21,13,21,18,19,8,"11, 8, 13, 19, 21","13, 21, 18, 19, 8"
2022,73,52,2,13,8,2,14,0,11,16,11,13,6,14,9,"2, 14, 0, 11, 16","11, 13, 6, 14, 9"
2022,73,52,3,11,13,9,14,11,3,21,9,14,3,0,21,"9, 14, 11, 3, 21","9, 14, 3, 0, 21"
2022,73,52,8,13,15,21,3,16,2,11,0,9,2,20,18,"21, 3, 16, 2, 11","0, 9, 2, 20, 18"
2022,14,49,2,5,13,21,14,13,19,11,14,6,11,9,13,"21, 14, 13, 19, 11","14, 6, 11, 9, 13"
2022,14,49,1,11,13,9,14,11,0,3,14,11,0,3,9,"9, 14, 11, 0, 3","14, 11, 0, 3, 9"
2022,73,20,3,11,13,14,9,3,21,11,0,3,14,11,21,"14, 9, 3, 21, 11","0, 3, 14, 11, 21"
2022,73,20,2,13,10,0,2,14,16,11,11,2,14,0,6,"0, 2, 14, 16, 11","11, 2, 14, 0, 6"
2022,73,20,8,4,13,16,21,3,2,11,8,16,2,21,3,"16, 21, 3, 2, 11","8, 16, 2, 21, 3"
2022,14,26,8,10,13,21,8,0,13,18,11,13,8,19,21,"21, 8, 0, 13, 18","11, 13, 8, 19, 21"
2022,14,26,7,7,13,3,0,8,16,13,5,8,16,18,7,"3, 0, 8, 16, 13","5, 8, 16, 18, 7"
2022,49,52,6,2,13,8,18,3,7,0,20,0,7,18,9,"8, 18, 3, 7, 0","20, 0, 7, 18, 9"
2022,49,52,2,13,8,6,13,9,11,14,14,11,13,9,6,"6, 13, 9, 11, 14","14, 11, 13, 9, 6"
2022,49,52,3,13,11,3,14,0,21,11,14,3,0,9,21,"3, 14, 0, 21, 11","14, 3, 0, 9, 21"
2022,20,26,3,6,13,21,11,3,0,14,21,0,14,3,11,"21, 11, 3, 0, 14","21, 0, 14, 3, 11"
2022,20,26,4,13,2,11,2,6,18,16,19,11,16,1,13,"11, 2, 6, 18, 16","19, 11, 16, 1, 13"
2022,20,26,8,13,10,2,3,21,16,8,11,8,19,21,13,"2, 3, 21, 16, 8","11, 8, 19, 21, 13"
2022,52,20,4,15,13,13,0,16,9,20,2,11,16,18,6,"13, 0, 16, 9, 20","2, 11, 16, 18, 6"
2022,52,20,6,13,5,20,7,0,9,18,8,0,18,2,3,"20, 7, 0, 9, 18","8, 0, 18, 2, 3"
2022,52,20,7,13,8,0,7,16,3,8,2,16,8,3,21,"0, 7, 16, 3, 8","2, 16, 8, 3, 21"
2022,49,52,2,9,13,11,13,9,14,6,13,14,11,6,9,"11, 13, 9, 14, 6","13, 14, 11, 6, 9"
2022,49,52,7,12,14,14,8,16,2,3,0,8,7,3,16,"14, 8, 16, 2, 3","0, 8, 7, 3, 16"
2022,49,52,1,13,15,11,0,3,9,14,14,11,0,9,3,"11, 0, 3, 9, 14","14, 11, 0, 9, 3"
2022,44,18,2,6,13,9,0,2,14,21,14,6,9,11,13,"9, 0, 2, 14, 21","14, 6, 9, 11, 13"
2022,44,18,3,18,16,0,3,14,9,21,9,0,14,21,3,"0, 3, 14, 9, 21","9, 0, 14, 21, 3"
2022,44,18,6,13,6,0,20,7,21,18,7,20,8,0,18,"0, 20, 7, 21, 18","7, 20, 8, 0, 18"
2022,46,40,3,7,13,14,21,0,4,3,9,3,1,14,0,"14, 21, 0, 4, 3","9, 3, 1, 14, 0"
2022,46,40,8,12,14,8,0,13,18,21,13,8,21,19,11,"8, 0, 13, 18, 21","13, 8, 21, 19, 11"
2022,58,16,6,13,3,8,0,3,2,18,2,19,5,18,8,"8, 0, 3, 2, 18","2, 19, 5, 18, 8"
2022,58,16,2,5,13,4,8,13,9,0,4,9,21,0,13,"4, 8, 13, 9, 0","4, 9, 21, 0, 13"
2022,58,16,3,13,10,21,6,14,0,3,3,21,9,0,4,"21, 6, 14, 0, 3","3, 21, 9, 0, 4"
2022,48,47,3,13,5,3,21,13,4,8,11,3,0,14,13,"3, 21, 13, 4, 8","11, 3, 0, 14, 13"
2022,48,47,8,13,7,2,13,19,8,18,18,8,13,4,0,"2, 13, 19, 8, 18","18, 8, 13, 4, 0"
2022,32,12,2,13,9,11,6,14,9,13,14,2,0,11,9,"11, 6, 14, 9, 13","14, 2, 0, 11, 9"
2022,32,12,4,13,6,14,11,18,13,6,0,13,11,14,9,"14, 11, 18, 13, 6","0, 13, 11, 14, 9"
2022,14,54,6,14,12,9,20,0,18,7,7,18,20,19,8,"9, 20, 0, 18, 7","7, 18, 20, 19, 8"
2022,14,54,3,13,11,14,21,0,3,6,0,3,14,9,11,"14, 21, 0, 3, 6","0, 3, 14, 9, 11"
2022,44,48,6,14,16,21,20,0,7,18,2,8,18,16,19,"21, 20, 0, 7, 18","2, 8, 18, 16, 19"
2022,44,48,8,9,13,8,18,13,0,21,8,13,2,19,18,"8, 18, 13, 0, 21","8, 13, 2, 19, 18"
2022,46,58,4,4,13,13,11,6,14,18,0,8,18,14,13,"13, 11, 6, 14, 18","0, 8, 18, 14, 13"
2022,46,58,3,0,13,21,4,0,9,3,0,3,21,6,14,"21, 4, 0, 9, 3","0, 3, 21, 6, 14"
2022,16,14,6,13,9,0,4,13,21,9,7,0,18,20,9,"0, 4, 13, 21, 9","7, 0, 18, 20, 9"
2022,16,14,2,13,10,4,9,21,13,11,9,8,14,0,13,"4, 9, 21, 13, 11","9, 8, 14, 0, 13"
2022,47,32,3,10,13,14,11,13,3,0,3,0,21,14,11,"14, 11, 13, 3, 0","3, 0, 21, 14, 11"
2022,47,32,6,13,11,0,7,8,18,21,9,7,0,20,18,"0, 7, 8, 18, 21","9, 7, 0, 20, 18"
2022,47,32,4,6,13,8,0,18,4,13,6,11,13,14,18,"8, 0, 18, 4, 13","6, 11, 13, 14, 18"
2022,18,12,2,5,13,14,11,6,9,13,6,14,2,11,9,"14, 11, 6, 9, 13","6, 14, 2, 11, 9"
2022,18,12,7,13,4,16,13,0,8,3,3,4,7,16,8,"16, 13, 0, 8, 3","3, 4, 7, 16, 8"
2022,18,12,3,3,13,14,0,6,3,21,3,14,0,9,7,"14, 0, 6, 3, 21","3, 14, 0, 9, 7"
2022,54,40,7,13,7,3,16,7,11,8,3,21,7,16,8,"3, 16, 7, 11, 8","3, 21, 7, 16, 8"
2022,54,40,2,8,13,11,6,9,14,13,13,11,9,6,14,"11, 6, 9, 14, 13","13, 11, 9, 6, 14"
2022,54,40,3,9,13,9,11,3,14,6,0,1,3,9,14,"9, 11, 3, 14, 6","0, 1, 3, 9, 14"
2022,48,32,8,3,13,8,2,18,19,13,18,13,19,8,21,"8, 2, 18, 19, 13","18, 13, 19, 8, 21"
2022,48,32,3,13,6,4,13,3,8,21,14,8,21,6,3,"4, 13, 3, 8, 21","14, 8, 21, 6, 3"
2022,48,32,6,4,13,16,2,8,18,19,18,8,21,0,7,"16, 2, 8, 18, 19","18, 8, 21, 0, 7"
2022,46,14,2,13,9,4,19,14,11,13,11,4,6,13,9,"4, 19, 14, 11, 13","11, 4, 6, 13, 9"
2022,46,14,1,10,13,14,3,9,19,0,14,0,3,11,16,"14, 3, 9, 19, 0","14, 0, 3, 11, 16"
2022,46,14,6,13,11,19,7,8,21,18,0,7,20,18,9,"19, 7, 8, 21, 18","0, 7, 20, 18, 9"
2022,47,18,7,13,9,7,8,4,0,16,0,3,8,16,13,"7, 8, 4, 0, 16","0, 3, 8, 16, 13"
2022,47,18,2,9,13,13,6,11,9,14,13,14,11,6,9,"13, 6, 11, 9, 14","13, 14, 11, 6, 9"
2022,47,18,4,7,13,18,13,11,4,6,13,20,0,4,18,"18, 13, 11, 4, 6","13, 20, 0, 4, 18"
2022,40,58,2,4,13,13,11,6,14,9,0,13,8,4,9,"13, 11, 6, 14, 9","0, 13, 8, 4, 9"
2022,40,58,3,8,13,0,3,1,9,14,6,3,0,14,21,"0, 3, 1, 9, 14","6, 3, 0, 14, 21"
2022,44,12,6,8,13,7,0,21,18,20,19,8,21,7,18,"7, 0, 21, 18, 20","19, 8, 21, 7, 18"
2022,44,12,1,5,13,14,3,9,20,0,0,16,11,3,14,"14, 3, 9, 20, 0","0, 16, 11, 3, 14"
2022,54,16,1,11,13,3,11,9,19,14,9,14,19,11,3,"3, 11, 9, 19, 14","9, 14, 19, 11, 3"
2022,54,16,6,1,13,20,18,7,8,19,21,0,9,4,13,"20, 18, 7, 8, 19","21, 0, 9, 4, 13"
2022,40,14,8,3,13,19,13,21,8,11,0,19,8,21,13,"19, 13, 21, 8, 11","0, 19, 8, 21, 13"
2022,40,14,3,13,10,14,3,9,0,21,14,6,21,3,0,"14, 3, 9, 0, 21","14, 6, 21, 3, 0"
2022,40,14,7,13,11,8,13,3,0,16,8,16,21,2,3,"8, 13, 3, 0, 16","8, 16, 21, 2, 3"
2022,18,48,4,11,13,0,4,8,18,13,8,4,18,0,13,"0, 4, 8, 18, 13","8, 4, 18, 0, 13"
2022,18,48,7,13,11,13,0,16,4,3,13,8,4,0,18,"13, 0, 16, 4, 3","13, 8, 4, 0, 18"
2022,18,48,8,14,16,21,8,13,18,19,8,2,19,13,18,"21, 8, 13, 18, 19","8, 2, 19, 13, 18"
2022,47,12,2,13,9,13,11,9,6,14,2,6,11,9,14,"13, 11, 9, 6, 14","2, 6, 11, 9, 14"
2022,47,12,7,13,9,7,0,8,4,16,3,4,8,7,16,"7, 0, 8, 4, 16","3, 4, 8, 7, 16"
2022,46,16,4,6,13,4,18,8,0,13,0,21,8,4,13,"4, 18, 8, 0, 13","0, 21, 8, 4, 13"
2022,46,16,7,3,13,18,20,0,7,4,8,9,7,19,4,"18, 20, 0, 7, 4","8, 9, 7, 19, 4"
2022,44,32,7,12,14,0,3,21,7,16,3,7,9,16,8,"0, 3, 21, 7, 16","3, 7, 9, 16, 8"
2022,44,32,2,10,13,2,6,11,14,9,14,9,13,6,11,"2, 6, 11, 14, 9","14, 9, 13, 6, 11"
2022,54,58,8,7,13,13,19,1,21,8,0,4,3,13,8,"13, 19, 1, 21, 8","0, 4, 3, 13, 8"
2022,54,58,7,4,13,11,7,8,16,3,8,3,4,16,2,"11, 7, 8, 16, 3","8, 3, 4, 16, 2"
2022,40,16,7,13,6,13,8,3,0,16,4,8,9,19,13,"13, 8, 3, 0, 16","4, 8, 9, 19, 13"
2022,40,16,1,9,13,3,16,0,4,20,3,5,4,0,9,"3, 16, 0, 4, 20","3, 5, 4, 0, 9"
2022,40,16,8,13,10,19,8,0,13,21,18,19,4,8,13,"19, 8, 0, 13, 21","18, 19, 4, 8, 13"
2022,12,48,3,8,13,3,9,14,7,0,0,3,8,4,21,"3, 9, 14, 7, 0","0, 3, 8, 4, 21"
2022,12,48,6,7,13,19,7,21,8,18,18,2,0,16,8,"19, 7, 21, 8, 18","18, 2, 0, 16, 8"
2022,18,32,3,13,7,14,9,21,3,0,14,11,3,1,21,"14, 9, 21, 3, 0","14, 11, 3, 1, 21"
2022,18,32,1,11,13,3,14,11,16,19,0,3,11,9,14,"3, 14, 11, 16, 19","0, 3, 11, 9, 14"
2022,18,32,4,13,11,8,18,13,0,4,6,14,13,11,18,"8, 18, 13, 0, 4","6, 14, 13, 11, 18"
2022,54,46,1,7,13,19,11,14,3,9,11,14,16,3,19,"19, 11, 14, 3, 9","11, 14, 16, 3, 19"
2022,54,46,2,13,11,14,11,6,9,13,13,14,11,4,19,"14, 11, 6, 9, 13","13, 14, 11, 4, 19"
2022,54,46,6,17,15,20,18,19,2,8,21,18,7,8,19,"20, 18, 19, 2, 8","21, 18, 7, 8, 19"
2022,47,44,2,6,13,14,9,13,6,11,9,6,2,14,11,"14, 9, 13, 6, 11","9, 6, 2, 14, 11"
2022,47,44,4,10,13,18,11,6,4,13,11,13,14,18,0,"18, 11, 6, 4, 13","11, 13, 14, 18, 0"
2022,58,14,3,13,9,14,6,0,21,3,0,6,3,14,21,"14, 6, 0, 21, 3","0, 6, 3, 14, 21"
2022,58,14,8,10,13,4,13,0,8,3,21,0,19,8,13,"4, 13, 0, 8, 3","21, 0, 19, 8, 13"
2022,58,14,7,13,11,8,3,2,16,4,8,0,16,2,3,"8, 3, 2, 16, 4","8, 0, 16, 2, 3"
2022,40,12,7,7,13,16,3,8,0,13,14,16,8,19,13,"16, 3, 8, 0, 13","14, 16, 8, 19, 13"
2022,40,12,1,14,16,3,16,0,20,4,16,0,3,11,14,"3, 16, 0, 20, 4","16, 0, 3, 11, 14"
2022,48,16,8,8,13,8,19,13,2,18,19,21,8,13,9,"8, 19, 13, 2, 18","19, 21, 8, 13, 9"
2022,48,16,3,13,8,8,21,0,4,3,0,3,9,14,21,"8, 21, 0, 4, 3","0, 3, 9, 14, 21"
2022,48,16,4,12,14,0,4,8,18,13,8,4,0,21,13,"0, 4, 8, 18, 13","8, 4, 0, 21, 13"
2022,32,12,1,13,6,11,14,19,3,16,16,3,0,11,14,"11, 14, 19, 3, 16","16, 3, 0, 11, 14"
2022,32,12,6,13,11,8,0,7,18,21,18,0,8,13,9,"8, 0, 7, 18, 21","18, 0, 8, 13, 9"
2022,58,16,3,13,6,0,6,14,3,21,0,9,5,3,14,"0, 6, 14, 3, 21","0, 9, 5, 3, 14"
2022,58,16,2,12,14,9,4,13,0,8,0,4,21,13,9,"9, 4, 13, 0, 8","0, 4, 21, 13, 9"
2022,58,16,6,13,9,3,0,8,18,2,0,13,4,21,9,"3, 0, 8, 18, 2","0, 13, 4, 21, 9"
2022,12,48,3,10,13,3,0,14,7,9,0,4,8,21,3,"3, 0, 14, 7, 9","0, 4, 8, 21, 3"
2022,12,48,6,13,7,0,13,8,9,18,2,18,0,16,8,"0, 13, 8, 9, 18","2, 18, 0, 16, 8"
2022,12,48,7,13,6,13,8,21,16,3,4,8,0,18,13,"13, 8, 21, 16, 3","4, 8, 0, 18, 13"
2022,16,40,4,3,13,14,8,21,0,13,0,4,8,18,13,"14, 8, 21, 0, 13","0, 4, 8, 18, 13"
2022,16,40,3,13,11,14,3,0,21,6,3,0,9,14,21,"14, 3, 0, 21, 6","3, 0, 9, 14, 21"
2022,16,40,1,13,3,14,3,0,5,9,0,4,20,16,3,"14, 3, 0, 5, 9","0, 4, 20, 16, 3"
2022,32,58,7,9,13,0,4,8,7,16,2,3,16,8,4,"0, 4, 8, 7, 16","2, 3, 16, 8, 4"
2022,32,58,4,11,13,8,4,13,0,18,0,8,18,14,13,"8, 4, 13, 0, 18","0, 8, 18, 14, 13"
2022,16,12,2,13,11,4,9,13,21,0,9,0,8,4,13,"4, 9, 13, 21, 0","9, 0, 8, 4, 13"
2022,16,12,1,9,13,3,14,5,9,0,0,13,14,3,9,"3, 14, 5, 9, 0","0, 13, 14, 3, 9"
2022,16,12,6,13,4,8,13,4,3,0,9,8,0,13,18,"8, 13, 4, 3, 0","9, 8, 0, 13, 18"
2022,32,16,6,4,13,3,0,18,2,8,0,8,3,4,13,"3, 0, 18, 2, 8","0, 8, 3, 4, 13"
2022,32,16,4,11,13,14,8,0,13,18,21,8,4,0,13,"14, 8, 0, 13, 18","21, 8, 4, 0, 13"
2022,32,16,8,4,13,4,0,13,8,3,8,6,2,3,9,"4, 0, 13, 8, 3","8, 6, 2, 3, 9"
