year,team1Encoded,team2Encoded,encodedMapName,team1Score,team2Score,agent1Encoded,agent2Encoded,agent3Encoded,agent4Encoded,agent5Encoded,agent6Encoded,agent7Encoded,agent8Encoded,agent9Encoded,agent10Encoded,team1Agents,team2Agents
2021,64,10,2,13,3,9,14,16,13,11,14,2,11,18,16,"9, 14, 16, 13, 11","14, 2, 11, 18, 16"
2021,64,10,3,13,6,1,13,14,3,6,3,14,1,21,11,"1, 13, 14, 3, 6","3, 14, 1, 21, 11"
2021,36,26,4,13,9,16,6,11,2,18,11,2,14,19,16,"16, 6, 11, 2, 18","11, 2, 14, 19, 16"
2021,36,26,3,13,11,3,14,21,11,6,11,21,6,3,14,"3, 14, 21, 11, 6","11, 21, 6, 3, 14"
2021,42,2,7,13,1,3,2,14,11,16,11,18,16,8,2,"3, 2, 14, 11, 16","11, 18, 16, 8, 2"
2021,42,2,3,13,1,1,21,14,11,3,14,11,3,21,16,"1, 21, 14, 11, 3","14, 11, 3, 21, 16"
2021,3,23,3,13,15,1,11,3,21,14,14,11,8,3,6,"1, 11, 3, 21, 14","14, 11, 8, 3, 6"
2021,3,23,7,9,13,11,14,21,2,8,11,3,14,8,2,"11, 14, 21, 2, 8","11, 3, 14, 8, 2"
2021,0,20,2,13,8,2,16,11,14,6,14,1,18,2,11,"2, 16, 11, 14, 6","14, 1, 18, 2, 11"
2021,0,20,8,5,13,11,21,2,8,6,21,16,3,7,11,"11, 21, 2, 8, 6","21, 16, 3, 7, 11"
2021,0,20,7,13,7,8,16,21,3,7,1,18,16,2,11,"8, 16, 21, 3, 7","1, 18, 16, 2, 11"
2021,38,14,8,13,6,11,2,21,1,3,6,8,11,2,21,"11, 2, 21, 1, 3","6, 8, 11, 2, 21"
2021,38,14,3,8,13,1,3,21,11,14,8,14,11,3,21,"1, 3, 21, 11, 14","8, 14, 11, 3, 21"
2021,38,14,4,13,8,12,11,14,2,19,2,6,11,21,16,"12, 11, 14, 2, 19","2, 6, 11, 21, 16"
2021,42,64,2,13,5,2,11,16,14,19,16,13,11,14,9,"2, 11, 16, 14, 19","16, 13, 11, 14, 9"
2021,42,64,3,11,13,1,11,3,14,21,1,14,3,13,6,"1, 11, 3, 14, 21","1, 14, 3, 13, 6"
2021,42,64,8,10,13,16,3,19,2,11,3,2,11,9,16,"16, 3, 19, 2, 11","3, 2, 11, 9, 16"
2021,23,0,3,13,9,11,8,3,6,14,11,3,1,14,21,"11, 8, 3, 6, 14","11, 3, 1, 14, 21"
2021,23,0,2,13,2,14,2,11,16,6,2,14,11,6,16,"14, 2, 11, 16, 6","2, 14, 11, 6, 16"
2021,36,40,4,13,7,11,16,2,18,6,11,6,16,12,13,"11, 16, 2, 18, 6","11, 6, 16, 12, 13"
2021,36,40,3,13,9,3,14,21,6,11,3,11,1,21,14,"3, 14, 21, 6, 11","3, 11, 1, 21, 14"
2021,62,38,8,9,13,6,2,21,16,8,11,1,21,2,19,"6, 2, 21, 16, 8","11, 1, 21, 2, 19"
2021,62,38,1,4,13,11,6,3,1,16,11,16,14,6,3,"11, 6, 3, 1, 16","11, 16, 14, 6, 3"
2021,62,14,7,3,13,14,6,8,16,2,3,14,8,2,16,"14, 6, 8, 16, 2","3, 14, 8, 2, 16"
2021,62,14,2,6,13,8,2,14,6,16,21,14,16,11,2,"8, 2, 14, 6, 16","21, 14, 16, 11, 2"
2021,3,20,1,13,3,1,11,3,6,14,14,19,11,16,3,"1, 11, 3, 6, 14","14, 19, 11, 16, 3"
2021,3,20,8,13,4,11,8,21,2,6,16,21,3,11,7,"11, 8, 21, 2, 6","16, 21, 3, 11, 7"
2021,2,10,4,13,9,8,19,7,11,16,11,18,2,19,16,"8, 19, 7, 11, 16","11, 18, 2, 19, 16"
2021,2,10,8,13,8,16,2,3,11,19,8,3,2,6,16,"16, 2, 3, 11, 19","8, 3, 2, 6, 16"
2021,26,21,4,14,12,16,14,19,11,2,6,11,13,21,14,"16, 14, 19, 11, 2","6, 11, 13, 21, 14"
2021,26,21,1,2,13,16,3,6,11,14,14,19,3,16,11,"16, 3, 6, 11, 14","14, 19, 3, 16, 11"
2021,26,21,8,10,13,6,2,21,1,11,2,21,8,16,19,"6, 2, 21, 1, 11","2, 21, 8, 16, 19"
2021,14,38,3,13,3,11,8,21,3,14,11,1,21,14,3,"11, 8, 21, 3, 14","11, 1, 21, 14, 3"
2021,14,38,8,13,11,2,1,21,8,6,3,2,21,1,11,"2, 1, 21, 8, 6","3, 2, 21, 1, 11"
2021,0,3,8,13,11,8,6,11,21,2,2,6,11,8,21,"8, 6, 11, 21, 2","2, 6, 11, 8, 21"
2021,0,3,4,13,11,11,2,16,21,6,2,12,6,14,11,"11, 2, 16, 21, 6","2, 12, 6, 14, 11"
2021,40,21,2,6,13,14,21,6,11,2,11,14,13,21,6,"14, 21, 6, 11, 2","11, 14, 13, 21, 6"
2021,40,21,7,13,7,16,21,7,8,3,2,14,3,16,11,"16, 21, 7, 8, 3","2, 14, 3, 16, 11"
2021,40,21,8,13,10,8,11,21,19,13,21,16,19,8,2,"8, 11, 21, 19, 13","21, 16, 19, 8, 2"
2021,42,2,2,13,8,19,14,16,11,2,2,19,3,8,16,"19, 14, 16, 11, 2","2, 19, 3, 8, 16"
2021,42,2,3,14,12,11,14,3,1,21,3,1,14,11,21,"11, 14, 3, 1, 21","3, 1, 14, 11, 21"
2021,38,62,1,13,3,11,14,6,3,16,11,6,16,5,3,"11, 14, 6, 3, 16","11, 6, 16, 5, 3"
2021,38,62,8,9,13,2,21,19,1,11,1,8,2,21,6,"2, 21, 19, 1, 11","1, 8, 2, 21, 6"
2021,38,62,4,13,4,14,12,2,11,19,2,8,1,14,6,"14, 12, 2, 11, 19","2, 8, 1, 14, 6"
2021,36,42,7,2,13,18,2,16,11,8,3,14,11,2,16,"18, 2, 16, 11, 8","3, 14, 11, 2, 16"
2021,36,42,8,13,7,16,11,2,21,6,3,11,2,19,16,"16, 11, 2, 21, 6","3, 11, 2, 19, 16"
2021,36,42,3,8,13,11,3,21,6,14,14,1,11,3,21,"11, 3, 21, 6, 14","14, 1, 11, 3, 21"
2021,14,0,3,13,9,11,21,14,8,3,1,21,11,3,14,"11, 21, 14, 8, 3","1, 21, 11, 3, 14"
2021,14,0,4,13,7,11,14,6,12,13,11,2,6,16,21,"11, 14, 6, 12, 13","11, 2, 6, 16, 21"
2021,64,40,2,9,13,14,2,6,16,11,11,14,21,6,2,"14, 2, 6, 16, 11","11, 14, 21, 6, 2"
2021,64,40,4,13,8,14,11,16,2,6,11,19,2,16,12,"14, 11, 16, 2, 6","11, 19, 2, 16, 12"
2021,64,40,1,14,12,11,3,1,14,16,11,14,16,19,3,"11, 3, 1, 14, 16","11, 14, 16, 19, 3"
2021,23,38,4,15,13,11,14,2,16,6,11,14,2,19,12,"11, 14, 2, 16, 6","11, 14, 2, 19, 12"
2021,23,38,8,13,7,11,16,2,3,19,16,3,2,11,8,"11, 16, 2, 3, 19","16, 3, 2, 11, 8"
2021,42,14,1,13,10,19,11,16,3,14,11,3,1,16,14,"19, 11, 16, 3, 14","11, 3, 1, 16, 14"
2021,42,14,3,13,0,14,1,3,11,21,3,11,21,1,14,"14, 1, 3, 11, 21","3, 11, 21, 1, 14"
2021,64,23,4,5,13,2,16,6,11,14,11,16,2,14,6,"2, 16, 6, 11, 14","11, 16, 2, 14, 6"
2021,64,23,2,8,13,2,11,14,16,6,14,11,2,16,6,"2, 11, 14, 16, 6","14, 11, 2, 16, 6"
2021,23,42,7,13,15,16,14,2,11,3,14,3,2,11,16,"16, 14, 2, 11, 3","14, 3, 2, 11, 16"
2021,23,42,4,11,13,11,2,14,6,16,7,1,19,11,16,"11, 2, 14, 6, 16","7, 1, 19, 11, 16"
2021,23,42,8,9,13,3,16,2,11,19,16,3,2,11,19,"3, 16, 2, 11, 19","16, 3, 2, 11, 19"
2021,14,63,7,13,4,2,3,8,14,16,16,8,14,3,2,"2, 3, 8, 14, 16","16, 8, 14, 3, 2"
2021,14,63,1,13,11,16,14,19,3,11,16,3,19,14,11,"16, 14, 19, 3, 11","16, 3, 19, 14, 11"
2021,31,56,8,13,6,2,16,21,11,6,16,19,2,11,6,"2, 16, 21, 11, 6","16, 19, 2, 11, 6"
2021,31,56,2,13,10,11,21,13,14,6,2,6,21,3,16,"11, 21, 13, 14, 6","2, 6, 21, 3, 16"
2021,21,32,1,13,8,14,19,16,3,11,14,19,16,11,3,"14, 19, 16, 3, 11","14, 19, 16, 11, 3"
2021,21,32,3,15,17,11,3,1,21,14,14,1,21,3,11,"11, 3, 1, 21, 14","14, 1, 21, 3, 11"
2021,21,32,8,8,13,19,21,2,1,11,21,16,19,8,13,"19, 21, 2, 1, 11","21, 16, 19, 8, 13"
2021,48,59,2,13,0,1,6,2,14,11,11,13,19,14,21,"1, 6, 2, 14, 11","11, 13, 19, 14, 21"
2021,48,59,4,13,9,6,11,14,16,2,16,2,14,11,19,"6, 11, 14, 16, 2","16, 2, 14, 11, 19"
2021,63,56,8,12,14,6,3,2,9,8,2,16,6,19,11,"6, 3, 2, 9, 8","2, 16, 6, 19, 11"
2021,63,56,2,3,13,6,16,14,2,11,16,3,6,2,21,"6, 16, 14, 2, 11","16, 3, 6, 2, 21"
2021,21,59,1,13,5,11,14,19,3,16,19,3,11,16,14,"11, 14, 19, 3, 16","19, 3, 11, 16, 14"
2021,21,59,8,10,13,2,21,8,16,19,11,2,18,19,8,"2, 21, 8, 16, 19","11, 2, 18, 19, 8"
2021,21,59,4,13,3,11,2,14,19,16,14,2,16,19,11,"11, 2, 14, 19, 16","14, 2, 16, 19, 11"
2021,14,31,3,7,13,8,21,11,14,3,3,11,21,6,14,"8, 21, 11, 14, 3","3, 11, 21, 6, 14"
2021,14,31,1,22,20,11,19,14,3,16,11,3,19,14,16,"11, 19, 14, 3, 16","11, 3, 19, 14, 16"
2021,14,31,2,13,2,14,21,16,11,2,14,11,21,19,13,"14, 21, 16, 11, 2","14, 11, 21, 19, 13"
2021,32,48,7,6,13,8,14,3,16,2,2,11,3,8,14,"8, 14, 3, 16, 2","2, 11, 3, 8, 14"
2021,32,48,8,8,13,21,16,19,13,8,2,1,18,3,8,"21, 16, 19, 13, 8","2, 1, 18, 3, 8"
2021,32,56,8,13,8,16,8,21,19,13,6,16,2,19,11,"16, 8, 21, 19, 13","6, 16, 2, 19, 11"
2021,32,56,1,13,11,14,16,19,3,11,19,11,1,16,3,"14, 16, 19, 3, 11","19, 11, 1, 16, 3"
2021,31,21,8,13,8,21,2,6,16,11,11,19,2,8,16,"21, 2, 6, 16, 11","11, 19, 2, 8, 16"
2021,31,21,4,6,13,11,16,2,18,6,14,2,16,19,11,"11, 16, 2, 18, 6","14, 2, 16, 19, 11"
2021,31,21,3,13,4,11,6,21,3,14,21,1,14,3,11,"11, 6, 21, 3, 14","21, 1, 14, 3, 11"
2021,14,48,2,8,13,21,11,14,2,16,11,1,6,2,14,"21, 11, 14, 2, 16","11, 1, 6, 2, 14"
2021,14,48,7,13,8,8,2,3,16,14,14,2,11,3,8,"8, 2, 3, 16, 14","14, 2, 11, 3, 8"
2021,14,48,4,9,13,2,14,12,19,11,14,11,6,2,16,"2, 14, 12, 19, 11","14, 11, 6, 2, 16"
2021,32,31,4,13,2,8,16,14,19,13,13,16,11,6,14,"8, 16, 14, 19, 13","13, 16, 11, 6, 14"
2021,32,31,3,13,7,14,3,1,11,21,6,11,21,14,3,"14, 3, 1, 11, 21","6, 11, 21, 14, 3"
2021,14,32,7,9,13,2,14,16,8,3,14,3,16,8,2,"2, 14, 16, 8, 3","14, 3, 16, 8, 2"
2021,14,32,4,11,13,12,11,2,14,6,14,8,16,19,13,"12, 11, 2, 14, 6","14, 8, 16, 19, 13"
2021,48,32,4,5,13,14,11,2,6,16,14,19,13,8,16,"14, 11, 2, 6, 16","14, 19, 13, 8, 16"
2021,48,32,2,13,10,14,11,2,6,1,14,16,19,11,2,"14, 11, 2, 6, 1","14, 16, 19, 11, 2"
2021,48,32,8,13,7,2,8,3,18,1,21,13,16,19,8,"2, 8, 3, 18, 1","21, 13, 16, 19, 8"
2021,48,32,1,13,7,11,3,16,14,19,14,16,3,11,19,"11, 3, 16, 14, 19","14, 16, 3, 11, 19"
2021,36,43,4,13,5,18,2,16,11,6,18,11,19,2,16,"18, 2, 16, 11, 6","18, 11, 19, 2, 16"
2021,36,43,1,13,5,11,14,19,3,16,14,11,3,19,16,"11, 14, 19, 3, 16","14, 11, 3, 19, 16"
2021,61,2,3,13,9,14,11,21,3,1,14,9,21,3,11,"14, 11, 21, 3, 1","14, 9, 21, 3, 11"
2021,61,2,4,13,8,6,18,2,16,11,11,6,18,2,14,"6, 18, 2, 16, 11","11, 6, 18, 2, 14"
2021,58,57,3,13,11,11,14,3,6,21,11,14,8,3,21,"11, 14, 3, 6, 21","11, 14, 8, 3, 21"
2021,58,57,8,11,13,6,9,8,3,2,6,18,2,16,8,"6, 9, 8, 3, 2","6, 18, 2, 16, 8"
2021,58,57,6,14,12,18,8,2,19,3,8,18,2,6,16,"18, 8, 2, 19, 3","8, 18, 2, 6, 16"
2021,42,9,3,6,13,11,1,3,14,21,21,11,1,14,3,"11, 1, 3, 14, 21","21, 11, 1, 14, 3"
2021,42,9,1,13,0,3,6,16,14,11,14,16,3,19,11,"3, 6, 16, 14, 11","14, 16, 3, 19, 11"
2021,42,9,7,13,6,3,11,14,2,16,14,6,11,2,16,"3, 11, 14, 2, 16","14, 6, 11, 2, 16"
2021,38,74,2,13,9,14,11,2,16,19,14,6,2,11,21,"14, 11, 2, 16, 19","14, 6, 2, 11, 21"
2021,38,74,1,10,13,11,3,16,14,19,14,3,6,11,16,"11, 3, 16, 14, 19","14, 3, 6, 11, 16"
2021,38,74,4,13,9,11,2,14,19,16,11,14,6,16,2,"11, 2, 14, 19, 16","11, 14, 6, 16, 2"
2021,0,48,4,5,13,14,11,6,1,2,14,9,2,11,6,"14, 11, 6, 1, 2","14, 9, 2, 11, 6"
2021,0,48,2,8,13,14,11,2,1,6,2,6,1,14,11,"14, 11, 2, 1, 6","2, 6, 1, 14, 11"
2021,36,58,3,10,13,9,3,21,14,11,11,21,14,6,3,"9, 3, 21, 14, 11","11, 21, 14, 6, 3"
2021,36,58,4,13,10,11,18,16,2,6,6,14,16,8,2,"11, 18, 16, 2, 6","6, 14, 16, 8, 2"
2021,36,58,6,6,13,2,11,18,16,6,8,18,19,3,2,"2, 11, 18, 16, 6","8, 18, 19, 3, 2"
2021,23,76,1,13,8,11,14,3,9,6,3,11,14,19,9,"11, 14, 3, 9, 6","3, 11, 14, 19, 9"
2021,23,76,2,13,7,14,11,2,6,16,9,11,2,14,19,"14, 11, 2, 6, 16","9, 11, 2, 14, 19"
2021,42,61,8,13,6,11,6,16,3,2,2,18,6,8,21,"11, 6, 16, 3, 2","2, 18, 6, 8, 21"
2021,42,61,7,5,13,2,16,11,3,14,14,3,2,8,16,"2, 16, 11, 3, 14","14, 3, 2, 8, 16"
2021,42,61,3,14,12,1,14,11,3,21,14,1,11,3,21,"1, 14, 11, 3, 21","14, 1, 11, 3, 21"
2021,48,38,1,14,12,19,3,14,9,11,16,14,6,3,11,"19, 3, 14, 9, 11","16, 14, 6, 3, 11"
2021,48,38,7,2,13,11,3,14,2,9,11,14,2,16,3,"11, 3, 14, 2, 9","11, 14, 2, 16, 3"
2021,48,38,8,13,10,1,8,2,18,3,21,3,16,2,11,"1, 8, 2, 18, 3","21, 3, 16, 2, 11"
2021,40,3,3,9,13,11,3,21,14,1,14,11,6,3,21,"11, 3, 21, 14, 1","14, 11, 6, 3, 21"
2021,40,3,7,13,3,8,21,3,7,16,16,11,2,21,3,"8, 21, 3, 7, 16","16, 11, 2, 21, 3"
2021,40,3,1,13,10,9,14,3,11,19,11,19,3,14,1,"9, 14, 3, 11, 19","11, 19, 3, 14, 1"
2021,9,2,8,13,5,8,13,19,11,21,18,14,19,2,11,"8, 13, 19, 11, 21","18, 14, 19, 2, 11"
2021,9,2,4,13,2,6,14,2,18,11,14,18,11,6,2,"6, 14, 2, 18, 11","14, 18, 11, 6, 2"
2021,0,74,6,11,13,18,19,11,2,3,19,3,11,2,18,"18, 19, 11, 2, 3","19, 3, 11, 2, 18"
2021,0,74,2,13,8,2,1,14,11,6,11,14,21,6,2,"2, 1, 14, 11, 6","11, 14, 21, 6, 2"
2021,0,74,4,13,9,11,6,1,14,2,11,14,2,16,6,"11, 6, 1, 14, 2","11, 14, 2, 16, 6"
2021,43,57,8,7,13,2,19,3,18,11,6,16,18,8,2,"2, 19, 3, 18, 11","6, 16, 18, 8, 2"
2021,43,57,1,12,14,14,11,3,19,16,11,14,3,9,19,"14, 11, 3, 19, 16","11, 14, 3, 9, 19"
2021,40,23,2,13,8,6,9,2,11,14,11,2,14,6,16,"6, 9, 2, 11, 14","11, 2, 14, 6, 16"
2021,40,23,7,13,11,21,8,3,16,7,14,11,2,3,16,"21, 8, 3, 16, 7","14, 11, 2, 3, 16"
2021,3,76,3,6,13,11,14,21,6,3,1,11,14,21,3,"11, 14, 21, 6, 3","1, 11, 14, 21, 3"
2021,3,76,4,5,13,18,6,2,14,11,6,16,11,2,18,"18, 6, 2, 14, 11","6, 16, 11, 2, 18"
2021,38,0,6,13,7,18,16,11,6,3,19,18,2,3,11,"18, 16, 11, 6, 3","19, 18, 2, 3, 11"
2021,38,0,4,11,13,14,11,16,19,2,14,11,6,1,2,"14, 11, 16, 19, 2","14, 11, 6, 1, 2"
2021,38,0,8,11,13,3,21,2,16,11,8,11,3,16,2,"3, 21, 2, 16, 11","8, 11, 3, 16, 2"
2021,36,57,2,10,13,9,6,11,14,2,11,9,6,2,14,"9, 6, 11, 14, 2","11, 9, 6, 2, 14"
2021,36,57,8,13,9,3,8,16,21,2,16,6,18,2,8,"3, 8, 16, 21, 2","16, 6, 18, 2, 8"
2021,36,57,1,11,13,19,14,3,16,11,19,9,11,14,3,"19, 14, 3, 16, 11","19, 9, 11, 14, 3"
2021,61,9,4,6,13,6,2,18,11,16,11,6,14,18,2,"6, 2, 18, 11, 16","11, 6, 14, 18, 2"
2021,61,9,3,7,13,1,14,3,21,11,3,21,11,1,14,"1, 14, 3, 21, 11","3, 21, 11, 1, 14"
2021,23,76,3,13,10,3,14,6,1,11,11,1,3,21,14,"3, 14, 6, 1, 11","11, 1, 3, 21, 14"
2021,23,76,8,8,13,11,6,2,16,3,6,16,8,18,2,"11, 6, 2, 16, 3","6, 16, 8, 18, 2"
2021,23,76,4,12,14,14,11,6,16,2,11,6,2,16,18,"14, 11, 6, 16, 2","11, 6, 2, 16, 18"
2021,40,9,3,13,8,11,14,1,3,21,1,3,11,21,14,"11, 14, 1, 3, 21","1, 3, 11, 21, 14"
2021,40,9,1,13,6,9,14,11,3,19,16,11,19,14,3,"9, 14, 11, 3, 19","16, 11, 19, 14, 3"
2021,48,57,7,13,10,1,14,2,3,9,16,2,3,14,8,"1, 14, 2, 3, 9","16, 2, 3, 14, 8"
2021,48,57,2,13,11,1,6,14,11,2,11,14,2,6,9,"1, 6, 14, 11, 2","11, 14, 2, 6, 9"
2021,42,76,6,13,7,21,7,8,19,18,11,6,18,2,9,"21, 7, 8, 19, 18","11, 6, 18, 2, 9"
2021,42,76,2,7,13,19,11,14,2,16,14,9,11,19,2,"19, 11, 14, 2, 16","14, 9, 11, 19, 2"
2021,42,76,1,13,7,16,14,11,3,1,3,19,14,9,11,"16, 14, 11, 3, 1","3, 19, 14, 9, 11"
2021,58,0,4,13,15,11,14,2,16,6,2,1,11,6,14,"11, 14, 2, 16, 6","2, 1, 11, 6, 14"
2021,58,0,3,13,6,11,14,6,21,3,1,14,11,3,21,"11, 14, 6, 21, 3","1, 14, 11, 3, 21"
2021,58,0,8,8,13,9,3,2,6,8,8,16,3,11,2,"9, 3, 2, 6, 8","8, 16, 3, 11, 2"
2021,40,48,7,13,6,16,8,21,3,7,3,1,14,2,9,"16, 8, 21, 3, 7","3, 1, 14, 2, 9"
2021,40,48,8,13,5,21,19,8,11,13,1,18,3,2,8,"21, 19, 8, 11, 13","1, 18, 3, 2, 8"
2021,42,0,1,13,8,16,14,11,1,3,11,19,14,9,3,"16, 14, 11, 1, 3","11, 19, 14, 9, 3"
2021,42,0,2,7,13,14,16,2,21,19,14,11,1,6,2,"14, 16, 2, 21, 19","14, 11, 1, 6, 2"
2021,42,0,7,18,16,14,3,2,11,16,3,7,8,16,21,"14, 3, 2, 11, 16","3, 7, 8, 16, 21"
2021,40,42,1,11,13,9,14,11,3,19,3,6,11,16,14,"9, 14, 11, 3, 19","3, 6, 11, 16, 14"
2021,40,42,2,13,7,14,2,11,9,6,2,16,11,19,14,"14, 2, 11, 9, 6","2, 16, 11, 19, 14"
2021,40,42,6,3,13,2,18,8,11,19,19,7,18,8,21,"2, 18, 8, 11, 19","19, 7, 18, 8, 21"
2021,40,42,3,14,12,21,1,11,14,3,3,14,1,11,21,"21, 1, 11, 14, 3","3, 14, 1, 11, 21"
2021,40,42,8,13,8,11,8,21,13,19,6,11,3,16,2,"11, 8, 21, 13, 19","6, 11, 3, 16, 2"
2022,57,64,8,13,10,0,18,6,2,8,3,19,8,2,16,"0, 18, 6, 2, 8","3, 19, 8, 2, 16"
2022,57,64,1,13,6,9,3,14,11,0,11,16,14,19,3,"9, 3, 14, 11, 0","11, 16, 14, 19, 3"
2022,67,24,2,13,4,9,6,11,2,14,2,14,11,21,6,"9, 6, 11, 2, 14","2, 14, 11, 21, 6"
2022,67,24,3,13,2,6,3,21,11,14,6,14,11,21,3,"6, 3, 21, 11, 14","6, 14, 11, 21, 3"
2022,38,72,6,10,13,11,0,18,3,2,3,18,0,2,11,"11, 0, 18, 3, 2","3, 18, 0, 2, 11"
2022,38,72,4,13,11,11,14,16,2,19,11,0,14,9,2,"11, 14, 16, 2, 19","11, 0, 14, 9, 2"
2022,38,72,7,13,9,11,8,14,3,2,14,3,11,2,16,"11, 8, 14, 3, 2","14, 3, 11, 2, 16"
2022,34,60,4,13,1,2,6,14,11,16,11,3,14,2,6,"2, 6, 14, 11, 16","11, 3, 14, 2, 6"
2022,34,60,6,15,13,8,7,3,18,0,0,18,8,7,19,"8, 7, 3, 18, 0","0, 18, 8, 7, 19"
2022,52,15,7,10,13,14,2,0,8,3,14,8,3,2,0,"14, 2, 0, 8, 3","14, 8, 3, 2, 0"
2022,52,15,4,13,11,11,14,6,16,2,9,14,2,11,19,"11, 14, 6, 16, 2","9, 14, 2, 11, 19"
2022,52,15,2,9,13,16,2,11,14,6,9,2,14,11,6,"16, 2, 11, 14, 6","9, 2, 14, 11, 6"
2022,22,25,1,13,9,9,11,14,2,3,11,3,14,9,0,"9, 11, 14, 2, 3","11, 3, 14, 9, 0"
2022,22,25,7,13,7,11,14,2,3,8,14,8,16,3,2,"11, 14, 2, 3, 8","14, 8, 16, 3, 2"
2022,24,38,2,15,13,2,11,6,21,14,14,9,6,11,2,"2, 11, 6, 21, 14","14, 9, 6, 11, 2"
2022,24,38,7,5,13,3,2,16,8,14,11,8,3,14,2,"3, 2, 16, 8, 14","11, 8, 3, 14, 2"
2022,24,38,4,8,13,16,11,2,6,14,14,11,16,2,0,"16, 11, 2, 6, 14","14, 11, 16, 2, 0"
2022,25,60,7,2,13,14,8,2,3,16,2,3,8,14,0,"14, 8, 2, 3, 16","2, 3, 8, 14, 0"
2022,25,60,8,13,11,0,8,16,3,2,8,16,21,19,2,"0, 8, 16, 3, 2","8, 16, 21, 19, 2"
2022,25,60,1,12,14,3,0,14,11,9,19,16,11,3,14,"3, 0, 14, 11, 9","19, 16, 11, 3, 14"
2022,22,57,7,13,7,14,11,3,8,2,2,3,14,8,0,"14, 11, 3, 8, 2","2, 3, 14, 8, 0"
2022,22,57,1,7,13,2,14,3,9,11,19,14,11,9,3,"2, 14, 3, 9, 11","19, 14, 11, 9, 3"
2022,22,57,3,10,13,8,0,14,3,11,11,9,14,0,3,"8, 0, 14, 3, 11","11, 9, 14, 0, 3"
2022,15,67,1,6,13,3,14,9,11,0,14,11,9,3,19,"3, 14, 9, 11, 0","14, 11, 9, 3, 19"
2022,15,67,6,6,13,3,18,8,2,0,0,8,3,18,2,"3, 18, 8, 2, 0","0, 8, 3, 18, 2"
2022,72,52,3,7,13,14,11,3,1,0,3,9,14,0,21,"14, 11, 3, 1, 0","3, 9, 14, 0, 21"
2022,72,52,6,5,13,3,18,0,11,2,8,3,0,2,18,"3, 18, 0, 11, 2","8, 3, 0, 2, 18"
2022,64,34,4,12,14,11,19,14,2,16,11,14,2,6,16,"11, 19, 14, 2, 16","11, 14, 2, 6, 16"
2022,64,34,8,13,6,3,16,19,8,2,3,16,2,8,0,"3, 16, 19, 8, 2","3, 16, 2, 8, 0"
2022,64,34,2,0,13,14,16,19,2,0,14,11,2,6,21,"14, 16, 19, 2, 0","14, 11, 2, 6, 21"
2022,57,25,4,13,5,6,18,11,16,2,14,6,2,11,16,"6, 18, 11, 16, 2","14, 6, 2, 11, 16"
2022,57,25,1,8,13,11,3,0,14,9,11,3,0,9,14,"11, 3, 0, 14, 9","11, 3, 0, 9, 14"
2022,57,25,2,13,2,6,9,11,14,2,2,14,9,11,6,"6, 9, 11, 14, 2","2, 14, 9, 11, 6"
2022,24,15,2,13,9,2,11,14,21,6,9,14,6,11,2,"2, 11, 14, 21, 6","9, 14, 6, 11, 2"
2022,24,15,7,13,8,8,14,11,3,2,0,8,14,2,3,"8, 14, 11, 3, 2","0, 8, 14, 2, 3"
2022,38,52,7,2,13,14,8,11,2,3,8,2,14,3,0,"14, 8, 11, 2, 3","8, 2, 14, 3, 0"
2022,38,52,6,13,10,3,11,2,0,18,0,2,3,8,18,"3, 11, 2, 0, 18","0, 2, 3, 8, 18"
2022,38,52,3,9,13,21,14,11,3,0,0,21,14,9,3,"21, 14, 11, 3, 0","0, 21, 14, 9, 3"
2022,34,22,4,13,7,14,6,2,11,16,11,16,14,19,2,"14, 6, 2, 11, 16","11, 16, 14, 19, 2"
2022,34,22,7,11,13,14,2,8,9,3,3,14,2,11,8,"14, 2, 8, 9, 3","3, 14, 2, 11, 8"
2022,34,22,6,13,3,2,18,0,8,3,2,18,0,3,8,"2, 18, 0, 8, 3","2, 18, 0, 3, 8"
2022,60,64,8,13,9,2,8,21,19,16,16,0,8,2,3,"2, 8, 21, 19, 16","16, 0, 8, 2, 3"
2022,60,64,6,9,13,0,8,18,3,2,18,2,0,3,8,"0, 8, 18, 3, 2","18, 2, 0, 3, 8"
2022,60,64,1,14,12,11,19,3,9,14,3,0,11,14,9,"11, 19, 3, 9, 14","3, 0, 11, 14, 9"
2022,67,72,4,12,14,2,11,0,18,14,6,14,2,11,9,"2, 11, 0, 18, 14","6, 14, 2, 11, 9"
2022,67,72,6,13,11,2,0,8,18,3,2,0,18,3,8,"2, 0, 8, 18, 3","2, 0, 18, 3, 8"
2022,67,72,3,13,11,11,3,21,9,14,0,14,3,9,21,"11, 3, 21, 9, 14","0, 14, 3, 9, 21"
2022,15,38,4,13,9,14,2,9,19,11,2,16,14,0,11,"14, 2, 9, 19, 11","2, 16, 14, 0, 11"
2022,15,38,6,11,13,0,2,18,3,8,2,0,3,11,18,"0, 2, 18, 3, 8","2, 0, 3, 11, 18"
2022,15,38,7,8,13,14,2,8,11,3,14,8,11,3,2,"14, 2, 8, 11, 3","14, 8, 11, 3, 2"
2022,25,34,4,9,13,11,14,2,16,6,11,14,6,16,2,"11, 14, 2, 16, 6","11, 14, 6, 16, 2"
2022,25,34,3,11,13,14,11,21,0,3,11,3,14,6,21,"14, 11, 21, 0, 3","11, 3, 14, 6, 21"
2022,60,57,4,3,13,6,14,2,16,11,11,6,2,18,16,"6, 14, 2, 16, 11","11, 6, 2, 18, 16"
